word,tags,ipa,results
cáinim,,ˈkɑːnʲəmʲ,cain̪imʲ
cánach,Connacht,ˈkɑːnˠəx,kɑn̪əx%1
cánacha,Connacht,ˈkɑːnˠəxə,kɑn̪əkhə
cé nach,,ˈceː n̪ˠax,cɛ n̪əx%1
céad mháta,Connacht,ceːd̪ˠ ˈwɑːt̪ˠə,cɑd̪ mˠhɑt̪ə
céid,,ceːdʲ,cɛdʲ
céile,,ˈceːlʲə,cɛl̪ə
céim,,"ceːmʲ, cɛi̯mʲ",ciːmʲ
cén áit,,ceːˈn̪ˠɑːtʲ,cɛn̪ aitʲ
cíd,,ˈciːdʲ,cɪdʲ
cím,,ˈciːmʲ,ciːmʲ
cíonn,,ciːn̪ˠ,kɪn̪n̪
cíor thuathail,,cɪəɾˠ hʊəhɪlʲ,kaɾˠ t̪huatʲçəl̪
cócaráil,,ˈkoːkəˌɾˠaːlʲ,kʊkiɾʲəl̪
cóiriú,Connacht,ˈkoːɾʲuː,cɛɾʲiə
cósta,Munster; Connacht,ˈkoːsˠt̪ˠə,kɔsˠt̪ə
cótán,Connacht,ˈkoːt̪ˠɑːnˠ,kɔt̪ən̪
cúirialta,Ulster; Connacht,ˈkuːɾʲiəl̪ˠt̪ˠə,kɪɾʲəl̪t̪ə
cúlaí,Connacht,"ˈkuːlˠiː, ˈkuːl̪ˠiː",kɔl̪ə
cúraim,,ˈkuːɾˠəmʲ,kɛɾʲimʲ
d'fhreastail,,ˈdʲɾʲasˠt̪ˠəlʲ,dʲfˠhɾʲɑstʲəl̪
d'fhuaigh,Connacht,d̪ˠuə,dʲfʲçuiː%1
dailtín,Connacht,ˈd̪ˠal̠ʲtʲiːnʲ,dʲailtʲən̪
damhsaigh,,ˈd̪ˠausˠə,d̪ʊmˠhʃiː%1
daoine,,ˈd̪ˠiːnʲə,dʲæən̪ə
daoirse,,ˈd̪ˠiːɾˠʃə,dʲæiɾʲʃi
dara,Ulster; Connacht,ˈd̪ˠaɾˠə,d̪ɑɾˠə
de dheoin,Munster; Connacht,d̪ˠəˈjoːnʲ,dʲɛ dʲçoːən̪
dealbhóir,,"ˈdʲalˠwoːɾʲ, ˈdʲalˠəwoːɾʲ",dʲɑlbʲçiɾʲ
dearg,,ˈdʲaɾˠəɡ,dʲæɾˠəg
dearna,,ˈdʲɑːɾˠn̪ˠə,dʲæɾˠn̪ə
dearnas,,ˈdʲaːɾˠn̪ˠəsˠ,dʲæɾˠn̪əsˠ
deartháir,,"ˈdʲaɾˠhaɾʲ, ˈdʲɾʲiçaːɾʲ",dʲærtʲçiɾʲ
deasaigh,Connacht,ˈdʲasˠiː,dʲɑʃiː%1
deifre,,ˈdʲɛfʲrʲə,dʲɛfʲɾʲi
deinir,,ˈdʲɪnʲəɾʲ,dʲɛn̪iɾʲ
deire,,ˈdʲɛɾʲə,dʲɛɾʲi
deireas,,ˈdʲɛɾʲəsˠ,dʲɛɾʲəsˠ
dhaoine,,ˈɣiːnʲə,dʲçæən̪ə
dhe,,jɛ,dʲçɛ
dhearnamar,,ˈjaːɾˠn̪ˠəmˠəɾˠ,dʲçæɾˠn̪əmˠəɾˠ
dheineann,,ˈjɪnʲən̪ˠ,dʲçɛn̪ən̪ˠ%1
dheinim,,"ˈjɛnʲɪmʲ, ˈjɪnʲɪmʲ",dʲçɛn̪imʲ
dhiúic,,juːc,dʲçɪic
dhona,Munster; Connacht,ˈɣɔn̪ˠə,d̪hɔn̪ə
dhruid,,ɣɾˠɪdʲ,d̪hɾˠɪdʲ
dhuitse,Ulster; Connacht,ˈɣɪtʲʃə,d̪hɪtʲʃi
dhíbh,,jiːvʲ,dʲçɪbʲ
dhíolamar,,"ˈjiːlˠəmˠəɾˠ, ˈjiːl̪ˠəmˠəɾˠ",d̪hɪl̪əmˠəɾˠ
dhíotsa,,ˈjiːt̪ˠsˠə,d̪hɪt̪sˠə
dhúinne,,ˈɣuːn̠ʲə,d̪hɪn̪n̪ə
diabhal,Connacht,"ˈdʲauəlˠ, ˈdʲauəl̪ˠ",dʲiəbˠhəl̪
diaspóra,Connacht,ˈdʲiəsˠpˠoːɾˠə,dʲiəsˠpˠəɾˠə
did,,ˈdʲɪdʲ,dʲɪdʲ
dide,,ˈdʲɪdʲə,dʲɪdʲi
difríocht,Connacht,ˈdʲɪfʲɾʲiəxt̪ˠ,dʲɪfʲɾˠəkht̪
dile,,ˈdʲilʲə,dʲɪl̪ə
diúl,,dʲuːlˠ,dʲɪəl̪
do-ranna,Munster; Connacht,ˈd̪ˠɔˌɾˠan̪ˠə,d̪ɔɾˠən̪n̪ə
dochreidte,,d̪ˠɔˈçɾʲɛtʲə,d̪ʊkhɾʲidʲtʲi
docht,,d̪ˠɔxt̪ˠ,d̪ʊkht̪
doir,,d̪ˠɛɾʲ,dʲəiɾʲ
doire,,ˈd̪ˠɛɾʲə,dʲɛɾʲi
dos,,d̪ˠɔsˠ,d̪ɔsˠ
dreoite,Munster; Connacht,ˈdʲɾʲoːtʲə,dɾʲoːitʲi
dreolán,Connacht,"ˈdʲɾʲoːlˠɑːnˠ, ˈdʲɾʲoːl̪ˠɑːn̪ˠ",dɾʲoːl̪ən̪
dronuilleog,Connacht,ˈd̪ˠɾɔnˠˌɪl̠ʲoːɡ,d̪ɾˠɔn̪əl̪l̪oːg
druid,,d̪ˠɾˠɪdʲ,d̪ɾˠɪdʲ
dt,,"dʲ, d̪ˠ, tʲ, t̪ˠ",d̪t̪
dtóireacha,Munster; Connacht,ˈd̪ˠoːɾʲəxə,dtʲɛɾʲəkhə
dua,,d̪ˠuə,d̪ua
dual,,"d̪ˠuəlˠ, d̪ˠuəl̪ˠ",d̪ual̪
duid,,d̪ˠɪdʲ,d̪ɪdʲ
dusta,,"ˈd̪ˠɪsˠt̪ˠə, ˈd̪ˠʊsˠt̪ˠə",d̪ɔsˠt̪ə
dán,Connacht,d̪ˠɑːnˠ,d̪ɑn̪
déad,,dʲeːd̪ˠ,dʲɑd̪
déantóir,Connacht,ˈdʲeːn̪ˠt̪ˠoːɾʲ,dʲɑntʲiɾʲ
déin,,dʲeːnʲ,dʲɛn̪
díbhse,,ˈdʲiːvʲʃə,dʲɪbʲhʃi
díchéillí,,"ˈdʲiːˌçeːlʲiː, ˈdʲiːˌçeːl̠ʲiː",dʲɪcçəl̪l̪ə
dínn,,"dʲiːn̠ʲ, d̪ˠiːn̠ʲ",dʲɪn̪n̪
díonach,Connacht,ˈdʲiːnˠəx,d̪ɪn̪əx%1
díreach,Munster; Connacht,ˈdʲiːɾʲəx,dʲɪɾʲəx%1
dísc,,dʲiːʃc,dʲɪʃk
dó dhéag,,d̪ˠoː jeːɡ,d̪ɔ dʲçɑg
dóiche,,ˈd̪ˠɔ(ː)içɪ,dʲɛcçi
dósan,Connacht,ˈd̪ˠoːsˠənˠ,d̪ɔsˠən̪
dú-,,d̪ˠuː,d̪ɔ
dúchas,,ˈd̪ˠuːxəsˠ,d̪ʊkhəsˠ
dúinne,,ˈd̪ˠuːn̠ʲə,d̪ɪn̪n̪ə
dúisigh,Connacht,"ˈd̪ˠuːʃiː, ˈd̪ˠuːʃə",d̪ɪʃiɟ
dúlra,,ˈd̪ˠuːlˠɾˠə,d̪ɔl̪ɾˠə
dúradar,,ˈd̪ˠuːɾˠəd̪ˠəɾˠ,d̪ɔɾˠəd̪əɾˠ
dúras,,ˈd̪ˠuːɾˠəsˠ,d̪ɔɾˠəsˠ
eabar,,ˈabˠəɾˠ,ɑbˠəɾˠ
eachra,,ˈaxɾˠə,ɑkhɾˠə
eala,,"ˈalˠə, ˈal̪ˠə",ɑl̪ə
ealaín,Connacht,ˈɑːlˠiːnʲ,ɑl̪ən̪
eascracha,,ˈaskrəxə,ɑsˠkɾˠəkhə
easpag,Aran; Connacht,ˈæsˠpˠəɡ,ɑsˠpˠəg
easpag,Connacht,"ˈæsˠpˠoːɡ, ˈaːsˠpˠək",ɑsˠpˠəg
eil,,ɛlʲ,ɛl̪
eim,,ɛmʲ,iːmʲ
eite,,ˈɛtʲə,ɛtʲi
facadar,,ˈfˠakəd̪ˠəɾˠ,fˠɑkəd̪əɾˠ
facais,,ˈfˠakəʃ,fˠɑciʃ
facas,,ˈfˠakəsˠ,fˠɑkəsˠ
faillí,Ulster; Connacht,ˈfˠal̠ʲiː,fʲail̪l̪ə
faire,,ˈfˠaɾʲə,fʲaiɾʲi
faiteach,Munster; Connacht,ˈfˠatʲəx,fʲaitʲəx%1
faithne,,ˈfˠæhnʲə,fʲaitʲhn̪ə
faobhrach,Connacht,ˈfˠiːwɾˠəx,fˠɑəbˠhɾˠəx%1
faoi bhun,Connacht,fˠiːˈwʊnˠ,fʲæə bˠhɔn̪
faoi dhó,,fˠiː ˈɣoː,fʲæə d̪hɔ
fara,,ˈfˠaɾˠə,fˠɑɾˠə
farc,,fˠaɾˠk,fˠɑːrk
farraige,,"ˈfˠaɾˠəɟə, ˈfˠæɾˠəɟə, ˈfˠɑɾˠəɟə",fˠɑrɾʲiɟi
feabhas,Munster; Connacht,fʲausˠ,fʲɑbˠhəsˠ
feaca,,ˈfʲakə,fʲɑkə
feacht,,fʲaxt̪ˠ,fʲɑkht̪
feadh,,,fʲə%1
fearthainne,Ulster; Kerry; Cork; Connacht,ˈfʲaɾˠhən̠ʲə,fʲærtʲçən̪n̪ə
feiceanna,,ˈfʲɛcən̪ˠə,fʲɛcən̪n̪ə
fheabhas,Munster; Connacht,əusˠ,fʲçɑbˠhəsˠ
fheadh,Connacht,a,a
fhearthainn,Ulster; Kerry; Cork; Connacht,ˈaɾˠhən̠ʲ,fʲçærtʲçən̪n̪
fheictear,,ˈɛctʲəɾˠ,fʲçɛctʲəɾˠ
fheis,,ɛʃ,fʲçɛʃ
fhlaith,,"lˠa, lˠah",fˠhl̪aitʲ
fhlatha,,ˈlˠahə,fˠhl̪ɑt̪hə
fhágáil,Connacht,ˈɑːɡɑːlʲ,fˠhɑɟəl̪
fhásas,Munster; Connacht,ˈɑːsˠəsˠ,fˠhɑsˠəsˠ
fiar,,fʲiəɾˠ,fʲiəɾˠ
fiodh,,fʲɪ,fˠɪd
fiú,,fʲuː,fʲɪə
foclóir,Connacht,ˈfˠɔklˠoːɾʲ,fˠʊkl̪iɾʲ
foilmhe,,ˈfˠɛlʲəvʲə,fʲɛlmʲçi
foireann,,ˈfˠɪɾʲən̪ˠ,fʲɛɾʲən̪ˠ%1
fola,,ˈfˠɔlˠə,fˠɔl̪ə
folcaim,Connacht,"ˈfˠɔlˠkəmʲ, ˈfˠɔl̪ˠkəmʲ",fˠɔlcimʲ
frisnéiseach,,ˈfʲɾʲɪʃn̠ʲæʃa(x),fɾʲɪʃn̪iʃəx%1
frithir,,ˈfʲɾʲɪhəɾʲ,fɾʲɪtʲçiɾʲ
fréamhshamhaltaigh,,ˈfʲɾʲeːvˠ.hawəl̪ˠt̪ˠiː,fɾʲɑmˠhsˠhəmˠhəltʲiː%1
fréimhe,,ˈfʲɾʲeːvʲə,fɾʲɛmʲçi
fuadach,Munster; Connacht,ˈfˠuəd̪ˠəx,fˠuad̪əx%1
fuilid,,ˈfˠɪlʲədʲ,fˠɪl̪idʲ
fuiltear,,ˈfˠɪl̠ʲtʲəɾʲ,fˠɪltʲəɾˠ
fáilte,Ulster; Kerry; Connacht,ˈfˠɑːlʲtʲə,fʲailtʲi
fál,,"fˠɑːlˠ, fˠɑːl̪ˠ",fˠɑl̪
féad,Ulster; Connacht,fʲeːd̪ˠ,fʲɑd̪
féidir,,ˈfʲeːdʲəɾʲ,fʲɛdʲiɾʲ
féinchúis,,ˈfʲeːnʲˌxuːʃ,fʲɛn̪khiʃ
féinphic,,ˈfʲeːnʲˌfʲɪc,fʲɛnpʲçic
féinín,Connacht,ˈfʲeːnʲiːnʲ,fʲɛn̪ən̪
fíon geal,,ˌfʲiːnˠ ˈɟalˠ,fˠɪn̪ ɟɑl̪
fíonghort,,ˈfʲiːnˠˌɣɔɾˠtˠ,fˠɪn̪ghəɾˠt̪
fógra,Munster; Connacht,ˈfˠoːɡɾˠə,fˠʊgɾˠə
gabhal,Connacht,"ˈɡɑuəlˠ, ˈɡɑuəl̪ˠ",gɑbˠhəl̪
gaimbín,Ulster; Connacht,ˈɡamʲbʲiːnʲ,ɟaimʲbʲən̪
gairleog,Connacht,ˈɡaɾʲlʲoːɡ,ɟɪɾʲl̪oːg
gaiscígh,Connacht,ˈɡaʃciː,ɟaiʃciɟ
gallta,,ˈɡaːl̪ˠt̪ˠə,gɑl̪l̪t̪ə
galúin,Connacht,ˈɡalˠuːnʲ,gɑl̪ən̪
gan,,"ɡənˠ, ɡən̪ˠ",gɑn̪
gar,,ɡaɾˠ,gɑːɾˠ
garg,,ˈɡaɾˠəɡ,gɑɾˠəg
gasúr,Connacht,ˈɡasˠuːɾˠ,gɑsˠəɾˠ
gcaoga,Ulster; Connacht,ˈɡiːɡə,gkɑəgə
gcaogad,Ulster; Connacht,ˈɡiːɡəd̪ˠ,gkɑəgəd̪
gcathair,,"ˈɡahəɾʲ, ˈɡɑhəɾʲ",gkɑtʲçiɾʲ
gceart,,ɟaɾˠt̪ˠ,gcæɾˠt̪
gceárta,Connacht,ˈɟɑːɾˠt̪ˠə,gcæɾˠt̪ə
gciall,,ɟiəl̪ˠ,gciəl̪l̪
gcodanna,,ˈɡɔd̪ˠən̪ˠə,gkɔd̪ən̪n̪ə
gcol,,ɡɔlˠ,gkɔl̪
gcuan,,ɡuənˠ,gkuan̪
gcónaí,Connacht,ˈɡuːn̪ˠiː,gkɔn̪ə
gcóstaí,Connacht,ˈɡoːsˠt̪ˠiː,gkɔstʲi
gearbach,Munster; Connacht,ˈɟaɾˠəbˠəx,ɟæɾˠbˠəx%1
gearraim,Connacht,ˈɟaːɾˠəmʲ,ɟærɾʲimʲ
gearrthacha,Munster; Connacht,ˈɟaːrˠhəxə,ɟæɾˠɾˠt̪həkhə
gearrán,,,ɟæɾˠɾˠən̪
gearrán,Connacht,ɟəˈɾˠɑːnˠ,ɟæɾˠɾˠən̪
gearrán,Munster; Connacht,ɟəˈɾˠɑːn̪ˠ,ɟæɾˠɾˠən̪
geimhreadh,Mayo; Connacht,ˈɟivʲɾʲuː,ɟɛmʲhɾʲə%1
geimhreadh,Galway; Connacht,ˈɟiːvʲɾʲə,ɟɛmʲhɾʲə%1
geireach,Munster; Connacht,ˈɟɛrʲəx,ɟɛɾʲəx%1
geis,,ɟɛʃ,ɟɛʃ
gha,,ɣa(h),ghɑ
ghairdín,Connacht,ˈɣɑːɾˠdʲiːnʲ,ɟçaiɾʲdʲən̪
gharda,Munster; Connacht,ˈɣɑːɾˠd̪ˠə,ghɑɾˠd̪ə
gheall,Mayo; Connacht,jal̪ˠ,ɟçɑl̪l̪
gheibh,,jɛvʲ,ɟçɛbʲ
ghlac,Ulster; Connacht,"ɣlˠak, ɣl̪ˠak",ghl̪ɑk
ghlic,,"jlʲɪc, ʝlʲɪc",ghl̪ɪc
ghnách,Connacht,"ɡɾˠɑːx, ɣnˠɑːx",ghn̪əx%1
ghob,,ɣɔbˠ,ghɔbˠ
ghobtha,,ˈɣɔpˠə,ghɔbˠt̪hə
ghoirid,,ˈɣʌɾʲədʲ,ɟçɛɾʲidʲ
ghrian,Ulster; Connacht,"jɾʲiənˠ, ʝɾʲiənˠ",ghɾʲiən̪
ghráin,Munster; Connacht,ɣɾˠɑːnʲ,ghɾʲain̪
ghrúdlann,,ˈɣɾˠuːd̪ˠlˠən̪ˠ,ghɾˠɔd̪l̪ən̪ˠ%1
giall,,ɟiəl̪ˠ,ɟiəl̪l̪
ginideach,Munster; Connacht,ˈɟɪnʲədʲəx,ɟɪn̪idʲəx%1
giúiré,,ˈɟuːɾʲeː,ɟɪiɾʲi
giús,,ɟuːsˠ,ɟɪəsˠ
glac,Ulster; Connacht,"ɡlˠak, ɡl̪ˠak",gl̪ɑk
glan,,"ɡlˠanˠ, ɡlˠɑnˠ, ɡl̪ˠan̪ˠ",gl̪ɑn̪
gleannta,Connacht,ˈɟlʲaːn̪ˠt̪ˠə,gl̪ɑn̪n̪t̪ə
gleomhar,Connacht,ˈɟlʲoːvˠəɾˠ,gl̪oːmˠhəɾˠ
glinn,,ˈɟlʲin̠ʲ,gl̪ɪn̪n̪
gliú beach,,ˌɟlʲuː ˈbʲax,gl̪ɪə bʲəx%1
gluais,,"ɡlˠuəʃ, ɡl̪ˠuəʃ",gl̪uaiʃ
gléas,Ulster; Connacht,"ɟlʲeːsˠ, ɟlʲɛːə̯sˠ",gl̪ɑsˠ
go háirid,,ɡəˈhɑːɾʲədʲ,gɔ çaiɾʲidʲ
go raibh maith agaibh,,"ɡərəmˠəˈhaɡəvʲ, ɡərəˈmˠahəɡəvʲ",gɔ ɾʲaibʲ mʲaitʲ ɑɟibʲ
gobtha,,ˈɡɔpˠə,gɔbˠt̪hə
goil,,"ɡɔlʲ, ɡɛlʲ",ɟɔl̪
goilte,,ˈɡɛlʲtʲə,ɟɛltʲi
gol,Munster; Connacht,ɡɔl̪ˠ,gɔl̪
gorm,Connacht,ˈɡɞɾˠəmˠ,gɔɾˠəmˠ
gread,,ɟɾʲad̪ˠ,gɾʲɑd̪
grean,,"ɟɾʲanˠ, ɟɾʲan̪ˠ",gɾʲɑn̪
grinne,Ulster; Kerry; Cork; Connacht,ˈɟɾʲɪn̠ʲə,gɾʲɪn̪n̪ə
grád,Munster; Connacht,ɡɾˠɑːd̪ˠ,gɾˠɑd̪
gráinne,Ulster; Connacht,ˈɡɾˠɑːn̠ʲə,gɾʲain̪n̪ə
gréisceach,Munster; Connacht,ˈɟɾʲeːʃcəx,gɾʲɛʃcəx%1
gróite,Connacht,ˈɡɾˠoːtʲiː,gɾʲɛtʲi
grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,gɾˠɔd̪l̪ən̪ˠ%1
guidid,,ˈɡɪdʲədʲ,gɪdʲidʲ
guirme,,ˈɡɪɾʲmʲə,gɪɾʲmʲi
guth,Connacht,ɡu,gɔt
gága,Munster; Connacht,ˈɡɑːɡə,gɑgə
géagach,Munster; Connacht,ˈɟeːɡəx,ɟɑgəx%1
gí nar,,ˈɟiː n̪ˠaɾˠ,ɟɪ n̪ɑːɾˠ
gúna,,"ˈɡuːnˠə, ˈɡuːn̪ˠə",gɔn̪ə
hae,,heː,çeː
haer,,heːɾˠ,çeːɾʲ
hail,,halʲ,çail̪
hait,,hatʲ,çaitʲ
hama,,ˈhamˠə,hɑmˠə
hanam,,ˈhanˠəmˠ,hɑn̪əmˠ
hataí,,ˈhat̪ˠiː,hɑtʲi
hidrigin,,hɪdʲɾʲɪɟɪnʲ,çɪdʲɾʲiɟən̪
himeanna,,ˈhɪmʲən̪ˠə,çɪmʲən̪n̪ə
hola,,ˈhɔl̪ˠə,hɔl̪ə
holc,Munster; Connacht,hɔlˠk,hɔl̪ək
hursa,,ˈhʊɾˠsˠə,hɔɾˠsˠə
háidí,,ˈhɑːdiː,çaidʲi
i bhfad ó shin,Ulster; Connacht,əˌwad̪ˠ oːˈhɪnʲ,ɪ bˠhfˠɑd̪ ɔ ʃçɪn̪
i dtosach,Connacht,ə ˈd̪ˠɔsˠəx,ɪ d̪t̪ɔsˠəx%1
i dtír,,əˈdʲiːɾʲ,ɪ dtʲɪɾʲ
i gceart,,əˈɟaɾˠt̪ˠ,ɪ gcæɾˠt̪
iaim,,iəmʲ,iəimʲ
ianaithe,,ɪən̪ˠɪə,iən̪itʲçi
iargúil,Connacht,ˈiəɾˠɡuːlʲ,iəɾˠgəl̪
iarraigí,,ˈiəɾˠəɟiː,iərɾʲiɟi
iarsmalann,,ˈiəɾˠsˠmˠəlˠən̪ˠ,iəɾˠsˠmˠəl̪ən̪ˠ%1
iarthar,,ˈiəɾˠhəɾˠ,iəɾˠt̪həɾˠ
iasacht,Munster; Connacht,ˈiəsˠəxt̪ˠ,iəsˠəkht̪
iasc,,iəsˠk,iəsk
iascach,Munster; Connacht,ˈiəsˠkəx,iəsˠkəx%1
imeartas focal,,ˈɪmʲəɾˠt̪ˠəsˠ ˈfˠɔkəlˠ,ɪmʲəɾˠt̪əsˠ fˠʊkəl̪
in éindí le,Connacht,ə ˈn̠ʲeːn̠ʲdʲiː lʲə,ɪn̪ ɛndʲi l̪ɛ
inis,,"ˈinʲiʃ, ˈɪn̠ʲiʃ",ɪn̪iʃ
inneall dóiteáin,,ˈɪn̠ʲəl̪ˠ ˈd̪ˠoːtʲɑːnʲ,ɪn̪n̪əl̪l̪ dʲɛtʲən̪
inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ɪnʃoːidʲ
iomad,Munster; Connacht,ˈʊmˠəd̪ˠ,ɪmˠəd̪
iomaire,Munster; Connacht,ˈʊmˠəɾʲə,ɪmʲiɾʲi
iomlán,Connacht,"ˈʊmˠlˠɑːnˠ, ˈʊmˠl̪ˠɑːn̪ˠ",ɪmˠl̪ən̪
ionaidh,Connacht,ˈiːnˠiː,ɪn̪iː%1
iontach,Connacht,"ˈiən̪ˠt̪ˠəx, ˈiːn̪ˠt̪ˠəx",ɪn̪t̪əx%1
is fearr,,(ə)sˠˈfʲɑːɾˠ,ɪʃ fʲɑːɾˠɾˠ
ite,,ˈitʲə,ɪtʲi
laethe,,ˈl̪ˠeːhɪ,l̪eːtʲçi
laig,,l̪ˠaɟ,l̪aiɟ
laistigh,Ulster; Connacht,l̪ˠaʃˈtʲɪj,l̪aiʃtʲiɟ
lasa,,ˈl̪ˠasˠə,l̪ɑsˠə
lasrach,Connacht,ˈl̪ˠɑsˠɾˠəx,l̪ɑsˠɾˠəx%1
leacht,,l̠ʲaxt̪ˠ,l̪ɑkht̪
leath,Connacht,l̠ʲah,l̪ɑt
leatsa,,ˈlʲat̪ˠsˠə,l̪ɑt̪sˠə
leic,,l̠ɛc,l̪ɛc
leictreoir,,ˈlʲɛctʲɾʲoːɾʲ,l̪ɛctɾʲoːiɾʲ
leigheas,,,l̪ɛɟçəsˠ
leirg,Ulster; Connacht,ˈl̠ʲɛɾʲɪɟ,l̪əiɾʲg
leisce,Ulster; Connacht,ˈl̠ʲɛʃcɪ,l̪ɛʃci
leithe,,ˈl̠ʲɛhə,l̪ɛtʲçi
lenarbh,,ˈlʲɛnˠəɾˠvˠ,l̪ɛn̪əɾˠb
lenár,,ˈlʲɛnˠɑːɾˠ,l̪ɛn̪əɾˠ
leoraí,,ˈlʲɔɾˠiː,l̪oːɾʲi
leosan,,ˈlʲoːsˠənˠ,l̪oːsˠən̪
ligim,Munster; Connacht,"ˈlʲɛɟɪmʲ, ˈlʲɪɟɪmʲ",l̪ɪɟimʲ
liopard,,ˈlʲi.pˠəɾˠdˠ,l̪ɪpˠəɾˠd̪
loch,Munster; Connacht,l̪ˠɔx,l̪ʊk
lochta,,ˈl̪ˠɔxt̪ˠə,l̪ʊkht̪ə
lochtanna,,ˈl̪ˠɔxt̪ˠən̪ˠə,l̪ʊkht̪ən̪n̪ə
log,,,l̪ʊg
loime,,ˈl̪ˠɪmʲə,l̪ɛmʲi
loite,,l̪ˠɔɪtʲə,l̪ɛtʲi
lom láithreach,Connacht,ˌlˠɔmˠ ˈl̪ˠɑːɾʲəx,l̪uːmˠ l̪aitʲhɾʲəx%1
long,,l̪ˠɔŋ,l̪ɔng
luaith,,l̪ˠuə,l̪uaitʲ
luchóg,Connacht,ˈl̪ˠɔxoːɡ,l̪ʊkhəg
lá,,,l̪ɑ
lána,Munster; Connacht,ˈl̪ˠɑːnˠə,l̪ɑn̪ə
léigh,,,l̪ɛɟ
léine,,ˈl̠ʲeːnʲə,l̪ɛn̪ə
léis,,l̠ʲeːʃ,l̪ɛʃ
líon,Connacht,"l̠ʲiːnˠ, l̠ʲiːn̪ˠ",l̪ɪn̪
líos,,l̠ʲiːsˠ,l̪ɪsˠ
lúba,,ˈl̪ˠuːbˠə,l̪ɔbˠə
lúib,,l̪ˠuːbʲ,l̪ɪbʲ
lúibe,,ˈl̪ˠuːbʲə,l̪ɪbʲi
macalla,,mˠaˈkal̪ˠə,mˠɑkəl̪l̪ə
maime,,ˈmˠamʲə,mʲaimʲi
mainistreach,,ˈmˠanʲəʃtʲɾʲəx,mʲain̪iʃtɾʲəx%1
mairim,Munster; Connacht,ˈmˠaɾʲəmʲ,mʲaiɾʲimʲ
maise,,ˈmˠaʃə,mʲaiʃi
maiseach,Connacht,ˈmˠaʃəx,mʲaiʃəx%1
mall,Connacht,mˠɑːl̪ˠ,mˠɑl̪l̪
maoine,,ˈmˠiːnʲə,mʲæən̪ə
maor,Ulster; Connacht,mˠiːɾˠ,mˠɑəɾˠ
maoth,Ulster; Connacht,mˠiː,mˠɑət
mar ea,,mˠaɾˠ ˈja,mˠɑːɾˠ ɑ
mara,,ˈmˠaɾˠə,mˠɑɾˠə
maíte,,ˈmˠiːtʲə,mʲaitʲi
mbranda,,ˈmˠɾˠan̪ˠd̪ˠə,mˠbˠɾˠɑn̪d̪ə
mbrandaí,,ˈmˠɾˠan̪ˠd̪ˠiː,mˠbˠɾˠɑndʲi
mbáisteach,,ˈmˠaːʃtʲəx,mbʲaiʃtʲəx%1
meacain,,ˈmʲakənʲ,mʲɑcən̪
meadhg,Munster; Connacht,"ˈmʲaiɡ, ˈmʲəiɡ",mʲɑd̪hg
meaingeal,,ˈmæɲɟəl,mʲainɟəl̪
meaitseanna,,ˈmʲatʲʃən̪ˠə,mʲaitʲʃən̪n̪ə
measa,,ˈmʲasˠə,mʲɑsˠə
measc,,mʲasˠk,mʲɑsk
meathló,Connacht,ˈmʲa(h)lˠoː,mʲɑt̪hl̪ə
meá,Connacht,mʲɑː,mʲæ
mheabhair,Connacht,vʲəuɾʲ,mʲçɑbʲçiɾʲ
mhiste,,ˈvʲɪʃtʲə,mʲçɪʃtʲi
mholainn,Ulster; Connacht,ˈwɔlˠən̠ʲ,mˠhɔl̪ən̪n̪
mhuca,Ulster; Connacht,ˈwʊkə,mˠhʊkə
mhuirnín,Connacht,ˈwuːɾˠnʲiːnʲ,mˠhɪɾʲn̪ən̪
milse,,ˈmʲɪl̠ʲʃə,mʲɪlʃi
miotóg,Connacht,ˈmʲɪt̪ˠoːɡ,mˠɪt̪əg
mise,,ˈmʲiʃə,mʲɪʃi
miúil,,mʲuːlʲ,mʲɪəl̪
moch,Connacht,mˠɔx,mˠʊk
monarc,,ˈmˠɔnˠəɾˠk,mˠɔn̪ərk
morgtha,,ˈmˠɔɾˠəkə,mˠɔɾˠgt̪hə
muc,,mˠʊk,mˠʊk
muiceoil,Munster; Connacht,ˈmˠɪcoːlʲ,mˠɪcoːəl̪
muide,,ˈmˠɪdʲə,mˠɪdʲi
murlán,Connacht,ˈmˠʊɾˠl̪ˠɑːn,mˠɔɾˠl̪ən̪
máithreacha,Mayo; Connacht,ˈmˠaːɾʲhəxiː,mʲaitʲhɾʲəkhə
málaí,Connacht,ˈmˠɑːlˠiː,mˠɑl̪ə
mé,Ulster; stressed; Munster; Connacht,mʲeː,mʲɛ
méith,,mʲeː,mʲɛtʲ
míos,,mʲiːsˠ,mˠɪsˠ
míre,,ˈmʲiːɾʲə,mʲɪɾʲi
mórtas,,ˈmˠoːɾˠt̪ˠəsˠ,mˠɔɾˠt̪əsˠ
múinid,,ˈmˠuːnʲədʲ,mˠɪn̪idʲ
múnaid,,ˈmˠuːn̪ˠədʲ,mˠɔn̪idʲ
n-aenna,,ˈn̪ˠeːn̪ˠə,neːn̪n̪ə
n-éirí,Connacht,ˈn̠ʲaiɾʲiː,nɛɾʲi
nD,,"n̠ʲ, n̪ˠ",n̪d̪
naofa,Ulster; Connacht,ˈn̪ˠiːfˠə,n̪ɑəfˠə
naoi,,n̪ˠiː,n̪ɑə
