word	got	expected	exact	lev	lev_norm	dolgo	dolgo_norm
Garda	ˈɡɑːɾˠd̪ˠə	ˈɡɑːɾˠd̪ˠə	true	0	100.00	0.0000	100.00
chúig	xuːɟ	xuːɟ	true	0	100.00	0.0000	100.00
formad	ˈfˠɔɾˠəmˠəd̪ˠ	ˈfˠɔɾˠəmˠəd̪ˠ	true	0	100.00	0.0000	100.00
Lá Fhéile	l̪ˠɑː ˈeːlʲə	ˌl̪ˠɑː ˈeːlʲə	false	1	92.31	0.1667	83.33
bacáil	ˈbˠakɑːlʲ	ˈbˠakælʲ	false	2	77.78	0.2000	80.00
bansár	ˈbˠan̪ˠsˠɑːɾˠ	ˈbˠanˠˌsˠɑːɾˠ	false	2	84.62	0.1429	85.71
tíre	ˈtʲiːɾʲə	ˈtʲiːɾʲə	true	0	100.00	0.0000	100.00
chodlata	ˈxɔd̪ˠlˠət̪ˠə	ˈkɔl̪ˠət̪ˠə	false	4	69.23	0.2857	71.43
charad	ˈxaɾˠəd̪ˠ	ˈxaɾˠəd̪ˠ	true	0	100.00	0.0000	100.00
buachaill	ˈbˠuəxəl̠ʲ	ˈbˠuəxəl̠ʲ	true	0	100.00	0.0000	100.00
nae	n̪ˠeː	n̪ˠeː	true	0	100.00	0.0000	100.00
a'	ə	ə	true	0	100.00	0.0000	100.00
lae	l̪ˠeː	l̪ˠeː	true	0	100.00	0.0000	100.00
zae	zeː	zeː	true	0	100.00	0.0000	100.00
dheá-	jɑː	jɑː	true	0	100.00	0.0000	100.00
coisin	ˈkɔʃɪnʲ	ˈkɔʃɪnʲ	true	0	100.00	0.0000	100.00
breac	bʲɾʲak	bʲɾʲak	true	0	100.00	0.0000	100.00
ráite	ˈɾˠɑːtʲə	ˈɾˠɑːtʲə	true	0	100.00	0.0000	100.00
tae	t̪ˠeː	t̪ˠeː	true	0	100.00	0.0000	100.00
bogaigh	ˈbˠɔɡiː	ˈbɔɡiː	false	1	85.71	0.0000	100.00
ngarda	ˈŋɑːɾˠd̪ˠə	ˈŋɑːɾˠd̪ˠə	true	0	100.00	0.0000	100.00
fíniúin	ˈfʲiːnʲuːnʲ	ˈfʲiːnʲuːnʲ	true	0	100.00	0.0000	100.00
fleá	fʲlʲɑː	fʲlʲɑː	true	0	100.00	0.0000	100.00
gae	ɡeː	ɡeː	true	0	100.00	0.0000	100.00
ar nós	ɛɾʲˈn̪ˠoːsˠ	əɾˠˈn̪ˠuːsˠ	false	3	72.73	0.4000	60.00
báite	ˈbˠɑːtʲə	ˈbˠɑːtʲə	true	0	100.00	0.0000	100.00
rinneadar	ˈɾˠɪn̠ʲəd̪ˠəɾˠ	ˈɾˠɪn̠ʲəd̪ˠəɾˠ	true	0	100.00	0.0000	100.00
draíodóir	ˈd̪ˠɾˠiːɔd̪ˠoːɾʲ	ˈd̪ˠɾˠiəd̪ˠoːɾʲ	false	2	87.50	0.1429	85.71
bliosán	ˈbʲlʲɪsˠɑːnˠ	ˈbʲlʲɪsˠɑːnˠ	true	0	100.00	0.0000	100.00
blaoisce	ˈbˠlˠiːʃcɪ	ˈbˠlˠiːʃcɪ	true	0	100.00	0.0000	100.00
maoilín	ˈmˠiːlʲiːnʲ	ˈmˠiːlʲiːnʲ	true	0	100.00	0.0000	100.00
fhírinne	ˈiːɾʲən̠ʲə	ˈiːɾʲən̠ʲə	true	0	100.00	0.0000	100.00
-ne	nʲə	nʲə	true	0	100.00	0.0000	100.00
luath	l̪ˠuə	l̪ˠuə	true	0	100.00	0.0000	100.00
mar an gcéanna	mˠəɾˠ ənˠ ˈɟeːn̪ˠə	mˠaɾˠ ə ˈɟeːn̪ˠə	false	3	83.33	0.2222	77.78
díreach	ˈdʲiːɾʲəx	ˈdʲiːɾʲəx	true	0	100.00	0.0000	100.00
faillí	ˈfˠal̠ʲiː	ˈfˠal̠ʲiː	true	0	100.00	0.0000	100.00
dté	dʲeː	dʲeː	true	0	100.00	0.0000	100.00
mbard	mˠɑːɾˠd̪ˠ	mˠɑːɾˠd̪ˠ	true	0	100.00	0.0000	100.00
cloch	klˠɔx	klˠɔx	true	0	100.00	0.0000	100.00
bádóra	ˈbˠɑːd̪ˠoːɾˠə	ˈbˠɑːd̪ˠoːɾˠə	true	0	100.00	0.0000	100.00
-sa	sˠa	sˠə	false	1	66.67	0.5000	50.00
mbanc	mˠaŋk	mˠaŋk	true	0	100.00	0.0000	100.00
Róis	ɾˠoːʃ	ɾˠoːʃ	true	0	100.00	0.0000	100.00
gharda	ˈɣɑːɾˠd̪ˠə	ˈɣɑːɾˠd̪ˠə	true	0	100.00	0.0000	100.00
bíchearb	ˈbʲiːçəɾˠbˠ	ˈbʲiːçəɾˠəbˠ	false	1	91.67	0.1429	85.71
aoir	iːɾʲ	ˈiːɾʲ	false	1	80.00	0.0000	100.00
breá	bʲɾʲɑː	bʲɾʲɑː	true	0	100.00	0.0000	100.00
coir	kɛɾʲ	kɛɾʲ	true	0	100.00	0.0000	100.00
tseilbh	tʲɛlʲəvʲ	ˈtʲɛlʲəvʲ	false	1	88.89	0.0000	100.00
aicme	ˈacmʲə	ˈacmʲə	true	0	100.00	0.0000	100.00
goir	ɡɛɾʲ	ɡɛɾʲ	true	0	100.00	0.0000	100.00
do-ranna	ˈd̪ˠɔɾˠən̪ˠə	ˈd̪ˠɔˌɾˠan̪ˠə	false	2	84.62	0.2857	71.43
ceangal	ˈcaŋəlˠ	ˈcaŋəlˠ	true	0	100.00	0.0000	100.00
caithne	ˈkahnʲə	ˈkahnʲə	true	0	100.00	0.0000	100.00
panc	pˠaŋk	ˈpˠaŋk	false	1	83.33	0.0000	100.00
boladh	ˈbˠɔlˠə	ˈbˠɔlˠu	false	1	85.71	0.2500	75.00
-aigh	i	i	true	0	100.00	0.0000	100.00
eascracha	ˈasˠkɾˠəxə	ˈaskrəxə	false	3	70.00	0.0000	100.00
coscair	ˈkɔsˠkəɾʲ	ˈkɔsˠkəɾʲ	true	0	100.00	0.0000	100.00
toir	t̪ˠɛɾʲ	t̪ˠɛɾʲ	true	0	100.00	0.0000	100.00
hanam	ˈhanˠəmˠ	ˈhanˠəmˠ	true	0	100.00	0.0000	100.00
canta	ˈkan̪ˠt̪ˠə	ˈkan̪ˠt̪ˠə	true	0	100.00	0.0000	100.00
lítir	ˈl̠ʲiːtʲəɾʲ	ˈl̠ʲiːtʲəɾʲ	true	0	100.00	0.0000	100.00
crúb	kɾˠuːbˠ	kɾˠuːbˠ	true	0	100.00	0.0000	100.00
bréag	bʲɾʲeːɡ	bʲɾʲeːɡ	true	0	100.00	0.0000	100.00
tchí	tʲiː	tʲiː	true	0	100.00	0.0000	100.00
dhearnadar	ˈjɑːɾˠn̪ˠəd̪ˠəɾˠ	ˈjaːɾˠn̪ˠəd̪ˠəɾˠ	false	1	93.75	0.1250	87.50
cromaim	ˈkɾˠɔmˠəmʲ	ˈkɾˠɔmˠəmʲ	true	0	100.00	0.0000	100.00
saighdiúir	ˈsˠajdʲuːɾʲ	ˈsˠaidʲuːɾʲ	false	1	90.91	0.1667	83.33
shloinne	ˈhlˠɪn̠ʲə	ˈhl̪ˠɪn̠ʲə	false	1	90.00	0.0000	100.00
gléasta	ˈɟlʲeːsˠt̪ˠə	ˈɟlʲeːsˠt̪ˠə	true	0	100.00	0.0000	100.00
baist	bˠaʃtʲ	bˠaʃtʲ	true	0	100.00	0.0000	100.00
cíocras	ˈciːkɾˠəsˠ	ˈciːkɾˠəsˠ	true	0	100.00	0.0000	100.00
bhróin	wɾˠoːnʲ	wɾˠoːnʲ	true	0	100.00	0.0000	100.00
'sé	ʃeː	ʃeː	true	0	100.00	0.0000	100.00
pheata	ˈfʲat̪ˠə	ˈfʲat̪ˠə	true	0	100.00	0.0000	100.00
cré	cɾʲeː	cɾʲeː	true	0	100.00	0.0000	100.00
dhíbhse	ˈjiːvʲʃə	ˈjiːvʲʃə	true	0	100.00	0.0000	100.00
osa	ˈɔsˠə	ˈɔsˠə	true	0	100.00	0.0000	100.00
lus	l̪ˠʊsˠ	l̪ˠʊsˠ	true	0	100.00	0.0000	100.00
faigh	fˠə	fˠəi	false	1	75.00	0.3333	66.67
dul	d̪ˠʊlˠ	d̪ˠʊlˠ	true	0	100.00	0.0000	100.00
gada	ˈɡad̪ˠə	ˈɡad̪ˠə	true	0	100.00	0.0000	100.00
féachaint	ˈfʲeːxɪn̠ʲtʲ	ˈfʲeːxɪn̠ʲtʲ	true	0	100.00	0.0000	100.00
gus	ɡʊsˠ	ɡʊsˠ	true	0	100.00	0.0000	100.00
bus	bˠʊsˠ	bˠʊsˠ	true	0	100.00	0.0000	100.00
Éirinn	ˈeːɾʲən̠ʲ	ˈeːɾʲən̠ʲ	true	0	100.00	0.0000	100.00
cliste	ˈclʲɪʃtʲə	ˈcʲlʲɪʃtʲə	false	1	90.00	0.0000	100.00
mair	mˠaɾʲ	mˠaɾʲ	true	0	100.00	0.0000	100.00
bacacha	ˈbˠakəxə	ˈbˠakəxə	true	0	100.00	0.0000	100.00
bhfeicfinn	ˈvʲɛcfʲən̠ʲ	ˈvʲɛcɪn̠ʲ	false	3	72.73	0.3333	66.67
giotár	ˈɟɪt̪ˠɑːɾˠ	ɟɪˈt̪ˠɑːɾˠ	false	2	80.00	0.0000	100.00
ngarraí	ˈŋaɾˠiː	ˈŋaɾˠiː	true	0	100.00	0.0000	100.00
uair	uəɾʲ	uəɾʲ	true	0	100.00	0.0000	100.00
tair	t̪ˠaɾʲ	t̪ˠaɾʲ	true	0	100.00	0.0000	100.00
ngeallann	ˈɲal̪ˠən̪ˠ	ˈɲal̪ˠən̪ˠ	true	0	100.00	0.0000	100.00
both	bˠɔ	bˠɔ	true	0	100.00	0.0000	100.00
Ard-Fheis	ˈɑːɾˠdʲəʃ	ˈɑːɾˠd̪ˠ ˈɛɕ	false	6	50.00	0.4000	60.00
daoi	d̪ˠiː	d̪ˠiː	true	0	100.00	0.0000	100.00
cérbh	ceːɾʲvʲ	ceːɾˠvˠ	false	2	71.43	0.0000	100.00
b'fhearr	bʲaːɾˠ	bʲɑːɾˠ	false	1	83.33	0.3333	66.67
caoi	kiː	kiː	true	0	100.00	0.0000	100.00
gair	ɡɛɾʲ	ɡɛɾʲ	true	0	100.00	0.0000	100.00
fair	fˠaɾʲ	fˠaɾʲ	true	0	100.00	0.0000	100.00
báisteach	ˈbˠɑːʃtʲəx	ˈbˠɑːʃtʲəx	true	0	100.00	0.0000	100.00
dícheall	ˈdʲiːçəl̪ˠ	ˈdʲiːçəl̪ˠ	true	0	100.00	0.0000	100.00
hair	haɾʲ	haɾʲ	true	0	100.00	0.0000	100.00
Shamhain	ˈhəunʲ	həunʲ	false	1	83.33	0.0000	100.00
teideal	ˈtʲɛdʲəlˠ	ˈtʲɛdʲəl	false	1	88.89	0.0000	100.00
seandaoine	ˈʃan̪ˠd̪ˠiːnʲə	ˈʃanˌdiːnə	false	5	64.29	0.1250	87.50
fáltas	ˈfˠɑːl̪ˠt̪ˠəsˠ	ˈfˠɑːl̪ˠt̪ˠəsˠ	true	0	100.00	0.0000	100.00
Méabh	mʲeːw	mʲeːw	true	0	100.00	0.0000	100.00
toirte	ˈt̪ˠɔɾˠtʲə	ˈt̪ˠɔɾˠtʲə	true	0	100.00	0.0000	100.00
Muirís	ˈmˠɪɾʲiːʃ	ˈmˠɪɾʲiːʃ	true	0	100.00	0.0000	100.00
dósan	ˈd̪ˠoːsˠənˠ	ˈd̪ˠoːsˠənˠ	true	0	100.00	0.0000	100.00
fháinne	ˈɑːn̠ʲə	ˈɑːn̠ʲə	true	0	100.00	0.0000	100.00
aonaid	ˈiːnˠədʲ	ˈeːnˠədʲ	false	1	87.50	0.2500	75.00
Chásca	ˈxɑːsˠkə	ˈxɑːsˠkə	true	0	100.00	0.0000	100.00
cogar	ˈkɔɡəɾˠ	ˈkɔɡəɾˠ	true	0	100.00	0.0000	100.00
gorta	ˈɡɔɾˠt̪ˠə	ˈɡɔɾˠt̪ˠə	true	0	100.00	0.0000	100.00
d'fhás	d̪ˠɑːsˠ	dˠɑːsˠ	false	1	85.71	0.0000	100.00
sholas	ˈhɔlˠəsˠ	ˈhɔlˠəsˠ	true	0	100.00	0.0000	100.00
airneán	ˈɑːɾˠnʲɑːnˠ	ˈaːɾˠn̠ʲaːnˠ	false	3	75.00	0.4000	60.00
ceaptar	ˈcapˠt̪ˠəɾˠ	ˈcapˠt̪ˠəɾˠ	true	0	100.00	0.0000	100.00
rugamar	ˈɾˠʊɡəmˠəɾˠ	ˈɾˠʊɡəmˠəɾˠ	true	0	100.00	0.0000	100.00
Samhna	ˈsˠəun̪ˠə	ˈsˠəʊnˠə	false	2	77.78	0.0000	100.00
Seán	ʃɑːnˠ	ʃɑːn̪ˠ	false	1	83.33	0.0000	100.00
imeartas	ˈɪmʲəɾˠt̪ˠəsˠ	ˈɪmʲəɾˠt̪ˠəsˠ	true	0	100.00	0.0000	100.00
ceonna	ˈcoːn̪ˠə	ˈcoːn̪ˠə	true	0	100.00	0.0000	100.00
umat	ˈʊmˠət̪ˠ	ˈʊmˠət̪ˠ	true	0	100.00	0.0000	100.00
coiste	ˈkɔʃtʲə	ˈkɔʃtʲə	true	0	100.00	0.0000	100.00
feicim	ˈfʲɛcəmʲ	ˈfʲɛcəmʲ	true	0	100.00	0.0000	100.00
foghlaim	ˈfˠailˠəmʲ	ˈfˠoːlˠəmʲ	false	2	80.00	0.3333	66.67
leisce	ˈl̠ʲɛʃcɪ	ˈl̠ʲɛʃcɪ	true	0	100.00	0.0000	100.00
phós	fˠoːsˠ	fˠoːsˠ	true	0	100.00	0.0000	100.00
meisce	ˈmʲɛʃcɪ	ˈmʲɛʃcɪ	true	0	100.00	0.0000	100.00
éadaigh	ˈeːd̪ˠə	ˈeːd̪ˠə	true	0	100.00	0.0000	100.00
ghrása	ˈɣɾˠɑːsˠə	ˈɣɾˠɑːsˠə	true	0	100.00	0.0000	100.00
déarfad	ˈdʲeːɾˠhəd̪ˠ	ˈdʲeːɾˠhəd̪ˠ	true	0	100.00	0.0000	100.00
mbun	mˠunˠ	mˠunˠ	true	0	100.00	0.0000	100.00
shneachta	ˈhnʲaxt̪ˠə	ˈhnʲaxt̪ˠə	true	0	100.00	0.0000	100.00
meán	mʲɑːnˠ	mʲɑːn̪ˠ	false	1	85.71	0.0000	100.00
cúlaí	ˈkuːlˠiː	ˈkuːlˠiː	true	0	100.00	0.0000	100.00
Ard Mhacha	ɑːɾˠd̪ˠ ˈwaxə	ɑːɾˠd̪ˠ ˈwaxə	true	0	100.00	0.0000	100.00
múnla	ˈmˠuːn̪ˠlˠə	ˈmˠuːn̪ˠl̪ˠə	false	1	91.67	0.0000	100.00
bhFrainc	wɾˠaɲc	vˠɾˠaɲc	false	2	71.43	0.2000	80.00
madra alla	ˌmˠad̪ˠɾˠə ˈal̪ˠə	ˈmˠad̪ˠɾˠə ˈal̪ˠə	false	1	94.12	0.1111	88.89
copóg	ˈkɔpˠoːɡ	ˈkɔpˠoːɡ	true	0	100.00	0.0000	100.00
Cóbh	koːw	koːvˠ	false	2	60.00	0.3333	66.67
Seáin	ʃɑːnʲ	ʃɑːnʲ	true	0	100.00	0.0000	100.00
malaicít	ˈmˠalˠɪciːtʲ	ˈmˠalˠɪciːtʲ	true	0	100.00	0.0000	100.00
luaidhim	ˈl̪ˠuəjəmʲ	l̪ˠuəmʲ	false	3	70.00	0.3333	66.67
d'fhreagair	ˈdʲɾʲaɡəɾʲ	ˈdʲɾʲaɡəɾʲ	true	0	100.00	0.0000	100.00
ceiste	ˈcɛʃtʲə	ˈcɛʃtʲə	true	0	100.00	0.0000	100.00
fúmsa	ˈfˠuːmˠsˠə	ˈfˠuːmˠsˠə	true	0	100.00	0.0000	100.00
nÍ	nʲiː	n̠ʲiː	false	1	80.00	0.0000	100.00
bP	bˠ	bˠ	true	0	100.00	0.0000	100.00
teach pobail	tʲax ˈpˠɔbˠəlʲ	ˌtʲax ˈpˠɔbˠəlʲ	false	1	93.33	0.1111	88.89
olldord	ˈɔl̪ˠd̪ˠəːɾˠd̪ˠ	ˈɔl̪ˠˌd̪ˠoːɾˠd̪ˠ	false	2	87.50	0.4286	57.14
hÍ	hiː	hiː	true	0	100.00	0.0000	100.00
cuingir	ˈkiɲəɾʲ	ˈkiɲəɾʲ	true	0	100.00	0.0000	100.00
rópa	ˈɾˠoːpˠə	ˈɾˠoːpˠə	true	0	100.00	0.0000	100.00
traoith	t̪ˠɾˠiː	ˈt̪ˠɾˠiː	false	1	87.50	0.0000	100.00
Cóiréis	ˈkoːɾʲeːʃ	ˈkoːɾʲeːʃ	true	0	100.00	0.0000	100.00
Brasaíl	ˈbˠɾˠasˠəlʲ	bˠɾˠaˈsˠiːlʲ	false	4	66.67	0.1667	83.33
Ciarraí	ˈciəɾˠiː	ˈciəɾˠiː	true	0	100.00	0.0000	100.00
lóistín	ˈl̪ˠoːʃtʲiːnʲ	ˈl̪ˠoːʃtʲiːnʲ	true	0	100.00	0.0000	100.00
beireas	ˈbʲɛɾʲəsˠ	ˈbʲɛɾʲəs̪ˠ	false	1	90.00	0.0000	100.00
aonghuthach	ˈiːn̪ˠɣəhəx	ˈeːn̪ˠˌɣʊhəx	false	3	75.00	0.3750	62.50
chaith	xa	xa	true	0	100.00	0.0000	100.00
shir	hɪɾʲ	hɪɾʲ	true	0	100.00	0.0000	100.00
beir bua agus beannacht	bʲɛɾʲ bˠuə aɡəsˠ ˈbʲan̪ˠəxt̪ˠ	bʲɛɾʲ bˠuə ɑɡəsˠ ˈbʲan̪ˠəxt̪ˠ	false	1	96.55	0.0625	93.75
asainne	ˈasˠən̠ʲə	ˈasˠən̠ʲə	true	0	100.00	0.0000	100.00
beoracha	ˈbʲoːɾˠəxə	ˈbʲoːɾˠəxə	true	0	100.00	0.0000	100.00
aduaidh	ˈad̪ˠuə	əˈd̪ˠuə	false	2	71.43	0.2500	75.00
stoc	sˠt̪ˠɔk	ˈsˠt̪ˠɔk	false	1	87.50	0.0000	100.00
-ithe	iː	iː	true	0	100.00	0.0000	100.00
déanta	ˈdʲeːn̪ˠt̪ˠə	ˈdʲeːn̪ˠt̪ˠə	true	0	100.00	0.0000	100.00
mharaigh	ˈwaɾˠə	ˈwaɾˠə	true	0	100.00	0.0000	100.00
ducht	d̪ˠʊxt̪ˠ	d̪ˠʊxt̪ˠ	true	0	100.00	0.0000	100.00
mhaith	wa	wa	true	0	100.00	0.0000	100.00
Mháire	ˈwɑːɾʲə	ˈwɑːɾʲə	true	0	100.00	0.0000	100.00
bhaist	waʃtʲ	waʃtʲ	true	0	100.00	0.0000	100.00
eich	ɛç	ɛç	true	0	100.00	0.0000	100.00
bhán	wɑːnˠ	wɑːnˠ	true	0	100.00	0.0000	100.00
tréith	tʲɾʲeː	tʲɾʲeː	true	0	100.00	0.0000	100.00
aisce	ˈaʃcɪ	ˈaʃcɪ	true	0	100.00	0.0000	100.00
badhb	bˠəibˠ	bˠəibˠ	true	0	100.00	0.0000	100.00
chéid	çeːdʲ	çeːdʲ	true	0	100.00	0.0000	100.00
mbás	mˠɑːsˠ	mˠɑːsˠ	true	0	100.00	0.0000	100.00
go deo	ɡəˈdʲoː	ɡə ˈdʲoː	false	1	87.50	0.0000	100.00
bearaigh	ˈbʲaɾˠə	ˈbʲɛɾˠi	false	2	71.43	0.5000	50.00
meánn	mʲɑːn̪ˠ	ˈmʲɑːn̪ˠ	false	1	87.50	0.0000	100.00
ar scáth	ɛɾʲˈsˠkɑː	ɛɾʲˈsˠkɑː	true	0	100.00	0.0000	100.00
ngeimhrí	ˈɲɛvʲɾʲiː	ˈɲɛvʲɾʲiː	true	0	100.00	0.0000	100.00
hainmneacha	ˈhanʲəmʲnʲəxə	ˈhanʲəmʲnʲəxə	true	0	100.00	0.0000	100.00
gualainn	ˈɡuəlˠən̠ʲ	ˈɡuəlˠən̠ʲ	true	0	100.00	0.0000	100.00
feadóg	ˈfʲad̪ˠoːɡ	ˈfʲad̪ˠoːɡ	true	0	100.00	0.0000	100.00
graeipe	ˈɡɾˠeːpʲə	ˈɡɾˠeːpʲə	true	0	100.00	0.0000	100.00
bheirim	ˈvʲɛɾʲəmʲ	ˈvʲɛɾʲəmʲ	true	0	100.00	0.0000	100.00
fadhb	fˠəibˠ	fˠəibˠ	true	0	100.00	0.0000	100.00
sliogán	ˈʃlʲɪɡɑːnˠ	ˈʃl̠ʲiɟaːnˠ	false	4	63.64	0.1667	83.33
buatais	ˈbˠuət̪ˠəʃ	ˈbˠuət̪ˠəʃ	true	0	100.00	0.0000	100.00
Gearmáinis	ˈɟaɾˠəmˠɑːnʲɪʃ	ˈɟaɾˠəmˠɑːnʲɪʃ	true	0	100.00	0.0000	100.00
naoi	n̪ˠiː	n̪ˠiː	true	0	100.00	0.0000	100.00
trátha	ˈt̪ˠɾˠɑːhə	ˈt̪ˠɾˠɑːhə	true	0	100.00	0.0000	100.00
práis	pˠɾˠɑːʃ	pˠɾˠɑːʃ	true	0	100.00	0.0000	100.00
dide	ˈdʲɪdʲə	ˈdʲɪdʲə	true	0	100.00	0.0000	100.00
cailc	kalʲc	kalʲc	true	0	100.00	0.0000	100.00
ainneoin	ˈan̠ʲoːnʲ	ˈan̠ʲoːnʲ	true	0	100.00	0.0000	100.00
faoi	fˠiː	fˠiː	true	0	100.00	0.0000	100.00
frat	fˠɾˠat̪ˠ	fˠɾˠat̪ˠ	true	0	100.00	0.0000	100.00
búir	bˠuːɾʲ	bˠuːɾʲ	true	0	100.00	0.0000	100.00
fágtha	ˈfˠɑːkə	ˈfˠɑːkə	true	0	100.00	0.0000	100.00
garraithe	ˈɡɑɾˠɪhə	ˈɡɑɾˠɪhə	true	0	100.00	0.0000	100.00
léir	l̠ʲeːɾʲ	l̠ʲeːɾʲ	true	0	100.00	0.0000	100.00
bríce	ˈbʲɾʲiːcɪ	ˈbʲɾʲiːcɪ	true	0	100.00	0.0000	100.00
fútsa	ˈfˠuːt̪ˠsˠə	ˈfˠuːt̪ˠsˠə	true	0	100.00	0.0000	100.00
úrú	ˈuːɾˠuː	ˈuːɾˠuː	true	0	100.00	0.0000	100.00
beannú	ˈbʲan̪ˠuː	ˈbʲan̪ˠuː	true	0	100.00	0.0000	100.00
altán	ˈal̪ˠt̪ˠɑːnˠ	ˈal̪ˠt̪ˠɑːn̪ˠ	false	1	92.31	0.0000	100.00
Gaedhilge	ˈɡeːjəlʲɟɪ	ˈɡeːlʲɟə	false	3	70.00	0.4286	57.14
mhéid	vʲeːdʲ	vʲeːdʲ	true	0	100.00	0.0000	100.00
pobal	ˈpˠɔbˠəl̪ˠ	ˈpˠɔbˠəl̪ˠ	true	0	100.00	0.0000	100.00
leithscéal	ˈl̠ʲɛhʃceːlˠ	ˈl̠ʲeʃceːlˠ	false	2	83.33	0.1429	85.71
Tuaisceart Éireann	ˈt̪ˠuəʃcəɾˠt̪ˠ ˈeːɾʲən̪ˠ	ˈt̪ˠuəʃcəɾˠt̪ˠ ˈeːɾʲən̪ˠ	true	0	100.00	0.0000	100.00
mhaithe	ˈwahə	ˈwãhə	false	1	80.00	0.2500	75.00
réir	ɾˠeːɾʲ	ˈɾˠeːɾʲ	false	1	85.71	0.0000	100.00
deileanna	ˈdʲɛlʲən̪ˠə	ˈdʲɛlʲən̪ˠə	true	0	100.00	0.0000	100.00
agat	uɡəd̪ˠ	ˈuɡəd̪ˠ	false	1	85.71	0.0000	100.00
d'aithin	ˈd̪ˠahənʲ	ˈd̪ˠahənʲ	true	0	100.00	0.0000	100.00
hataí	ˈhat̪ˠiː	ˈhat̪ˠiː	true	0	100.00	0.0000	100.00
Gaeilge na hAlban	ˌɡeːlʲəɟɪ n̪ˠə ˈhalˠəbˠənˠ	ˈɡeːlʲɟɪ nˠə ˈhalˠəbˠənˠ	false	3	88.46	0.1250	87.50
fataí	ˈfˠat̪ˠiː	ˈfˠat̪ˠiː	true	0	100.00	0.0000	100.00
ciúine	ˈcuːnʲə	ˈcuːnʲə	true	0	100.00	0.0000	100.00
neantóg	ˈn̠ʲan̪ˠt̪ˠoːɡ	ˈn̠ʲan̪ˠt̪ˠoːɡ	true	0	100.00	0.0000	100.00
brosna	ˈbˠɾˠɔsˠn̪ˠə	ˈbˠɾˠɔsˠn̪ˠə	true	0	100.00	0.0000	100.00
bheidís	ˈvʲɛdʲiːʃ	ˈvʲɛdʲiːʃ	true	0	100.00	0.0000	100.00
ins	ɪn̠ʲʃ	ɪnˠsˠ	false	3	40.00	0.0000	100.00
mhiste	ˈvʲɪʃtʲə	ˈvʲɪʃtʲə	true	0	100.00	0.0000	100.00
-fas	həsˠ	həsˠ	true	0	100.00	0.0000	100.00
claonaim	ˈklˠiːnˠəmʲ	ˈklˠiːnˠəmʲ	true	0	100.00	0.0000	100.00
plaice	ˈpˠlˠacɪ	ˈpˠlˠacɪ	true	0	100.00	0.0000	100.00
bhfágáil	ˈwɑːɡɑːlʲ	ˈwɑːɡɑːlʲ	true	0	100.00	0.0000	100.00
cárbh	kɑːɾˠw	kaːɾˠvˠ	false	3	57.14	0.5000	50.00
Rúise	ˈɾˠuːʃə	ˈɾˠuːʃə	true	0	100.00	0.0000	100.00
litear	ˈl̠ʲɪtʲəɾˠ	ˈl̠ʲɪtʲəɾˠ	true	0	100.00	0.0000	100.00
gaisce	ˈɡaʃcɪ	ˈɡaʃcɪ	true	0	100.00	0.0000	100.00
dún	d̪ˠuːnˠ	d̪ˠuːnˠ	true	0	100.00	0.0000	100.00
chat	xat̪ˠ	xat̪ˠ	true	0	100.00	0.0000	100.00
beirigh	ˈbʲɛɾʲiː	ˈbʲɛɾʲiː	true	0	100.00	0.0000	100.00
teorainneacha	ˈtʲoːɾˠən̠ʲəxə	ˈtʲoːɾˠən̠ʲəxə	true	0	100.00	0.0000	100.00
d'fhágadar	ˈd̪ˠɑːɡəd̪ˠəɾˠ	ˈd̪ˠɑːɡəd̪ˠəɾˠ	true	0	100.00	0.0000	100.00
Spáinne	ˈsˠpˠɑːn̠ʲə	ˈsˠpˠɑːn̠ʲə	true	0	100.00	0.0000	100.00
soc	sˠɔk	sˠɔk	true	0	100.00	0.0000	100.00
roc	ɾˠɔk	ɾˠɔk	true	0	100.00	0.0000	100.00
Dia's Muire duit	ˌdʲiəsˠ mˠɪɾʲə ˈd̪ˠɪtʲ	ˌdʲiəs ˈmˠɪɾʲə ˈd̪ˠɪtʲ	false	2	90.91	0.0000	100.00
oileáin	ˈɛlʲɑːnʲ	ˈɪlʲɑːnʲ	false	1	87.50	0.2500	75.00
feoil	fʲoːlʲ	fʲoːlʲ	true	0	100.00	0.0000	100.00
fleaite	ˈfʲlʲatʲə	ˈfʲlʲatʲə	true	0	100.00	0.0000	100.00
ceoil	coːlʲ	coːlʲ	true	0	100.00	0.0000	100.00
géibheannach	ˈɟeːvʲən̪ˠəx	ˈɟeːvʲən̪ˠəx	true	0	100.00	0.0000	100.00
le do thoil	lʲɛ ɡə ˈhɛlʲ	lʲɛd̪ˠəˈhɔlʲ	false	5	58.33	0.2857	71.43
darna	ˈd̪ˠɑːɾˠn̪ˠə	ˈd̪ˠɑːɾˠn̪ˠə	true	0	100.00	0.0000	100.00
leas	l̠ʲasˠ	l̠ʲasˠ	true	0	100.00	0.0000	100.00
airgid	ˈaɾʲəɟədʲ	ˈaɾʲəɟədʲ	true	0	100.00	0.0000	100.00
orainne	ˈɔɾˠən̠ʲə	ˈɔɾˠən̠ʲə	true	0	100.00	0.0000	100.00
flaith	fˠlˠa	fˠlˠa	true	0	100.00	0.0000	100.00
sos	sˠɔsˠ	sˠɔsˠ	true	0	100.00	0.0000	100.00
marbh	mˠaɾˠuː	ˈmˠaɾˠuː	false	1	87.50	0.0000	100.00
