word,tags,ipa,results
cloch,Ulster; Connacht,"klˠox, klˠɔx",kl̪ʊk
clochán,Connacht,ˈklˠoxɑːnˠ,kl̪ʊkhən̪
cluais,,"klˠuəʃ, kl̪ˠuəʃ",kl̪uaiʃ
cluiche,Connacht,"ˈklˠifʲə, ˈklˠufʲə, ˈklˠɨfʲə",kl̪ɪcçi
cluife,,"ˈklˠifʲə, ˈklˠufʲə, ˈklˠɨfʲə",kl̪ɪfʲi
cluifí,,"ˈklˠifʲiː, ˈkl̪ˠifʲiː",kl̪ɪfʲi
clábar,,"ˈklˠabˠəɾˠ, ˈklˠaːbˠəɾˠ, ˈkl̪ˠaːbˠəɾˠ",kl̪ɑbˠəɾˠ
clé,,clʲeː,kl̪ɛ
clós,Munster; Connacht,kl̪ˠoːsˠ,kl̪ɔsˠ
cneasta,Ulster; Connacht,ˈcɾʲasˠt̪ˠə,kɾʲ'ɑsˠt̪ə
cnoga,,ˈknˠuɡə,kɾˠʊgə
cnuimhe,,ˈknˠevʲə,kɾˠɪmʲçi
cnáimh,Connacht,"knˠaːvʲ, kɾˠɑːvʲ",kɾʲ'aim
coguas,Connacht,ˈkɔɡuəsˠ,kʊgəsˠ
coinne,,ˈkɪn̠ʲə,cɔn̪n̪ə
coir,,kɛɾʲ,cəiɾʲ
coirce,Connacht,ˈkɞɾʲcə,cɛɾʲci
coiste,,"ˈkɔʃtʲə, ˈkɨʃtʲə",cɛʃtʲi
coiteann,Munster; Connacht,ˈkɔtʲən̪ˠ,cɛtʲən̪ˠ
collaíocht,,"ˈkɔl̪ˠiəxt, ˈkɔl̪ˠiːxt",kɔl̪l̪əəkht̪
coláistí,Connacht,"ˈklˠɑːʃtʲiː, ˈkɔlˠɑːʃtʲiː, ˈkʊlˠɑːʃtʲiː",kɔl̪iʃtʲi
comhartha,Galway; Connacht,ˈkuːɾˠə,kɔmˠhəɾˠt̪hə
comhionann,Cois-Fharraige; Connacht,ˈkuːˈaːn̪ˠən̪ˠ,kɔmˠhən̪ən̪ˠ
comhionann,Connacht,ˈkuːˈan̪ˠən̪ˠ,kɔmˠhən̪ən̪ˠ
copóg,Connacht,ˈkɔpˠoːɡ,kɔpˠəg
crean,,cɾʲanˠ,kɾʲɑn̪
creidfead,,ˈcɾʲɛtʲəd̪ˠ,kɾʲɛdʲfʲəd̪
creidmheas,,ˈcɾʲɛdʲˌvʲasˠ,kɾʲɛdʲmʲçəsˠ
croch,Munster; Connacht,kɾˠɔx,kɾˠʊk
cruimhe,,ˈkɾˠevʲə,kɾˠɪmʲçi
cruitchlár,,ˈkɾˠɪtʲˌxlˠɑːɾˠ,kɾˠɪtʲkhl̪əɾˠ
cruithneacht,,ˈkɾˠɪ(h)nʲəxt̪ˠ,kɾˠɪtʲhn̪əkht̪
crá,Munster; Connacht,kɾˠɑː,kɾˠɑ
crín,,cɾʲiːnʲ,kɾʲɪn̪
crúca,,ˈkɾˠuːkə,kɾˠʊkə
cuid,,"kidʲ, kɪdʲ",kɪdʲ
cuimhnigh,Mayo; Connacht,ˈkivʲnʲiː,kɪmʲhn̪iɟ
cuingir,,"ˈkiɲəɾʲ, ˈkɪɲəɾʲ",kɪnɟiɾʲ
cuireann,,ˈkɪɾʲən̪ˠ,kɪɾʲən̪ˠ
cuirim,Munster; Connacht,"ˈkiɾʲəmʲ, ˈkɪɾʲəmʲ",kɪɾʲimʲ
cuirimid,,ˈkɪɾʲəmʲədʲ,kɪɾʲəmʲədʲ
cuisneoir,Connacht,ˈkɪʃnʲoːɾʲ,kɪʃn̪oːiɾʲ
cuma,Munster; Connacht,ˈkʊmˠə,kɔmˠə
cunlach,,ˈkuːn̪ˠl̪ˠəx,kɔn̪l̪əx
cuntas,Connacht,ˈkʊn̪ˠt̪ˠəsˠ,kɔn̪t̪əsˠ
cáilíocht,Connacht,ˈkˠɑːlʲiəxtˠ,cail̪əkht̪
cárbh,,kaːɾˠvˠ,kɑɾˠəb
céibh,,ceːvʲ,cɛbʲ
céibhe,,ˈceːvʲə,cɛbʲçi
cén chaoi a bhfuil tú,,ceː(nˠ)xiː ˈwɪlʲ t̪ˠuː,cɛn̪ cçæə ɑ bˠhfˠɪl̪ t̪ɔ
cíora,,ˈciːɾˠə,kɪɾˠə
cófra,Munster; Connacht,ˈkoːfˠɾˠə,kɔfˠɾˠə
cóiriú,Connacht,ˈkoːɾʲuː,cɛɾʲiə
cóiste,Munster; Connacht,ˈkoːʃtʲə,cɛʃtʲi
cóta fearthainne,,ˈkoːt̪ˠə ˈfʲaɾˠhənʲə,kɔt̪ə fʲærtʲçən̪n̪ə
cú,,kuː,kɔ
cúig,,kuːɟ,kɪɟ
cúirialta,Ulster; Connacht,ˈkuːɾʲiəl̪ˠt̪ˠə,kɪɾʲəl̪t̪ə
cúntach,Munster; Connacht,ˈkuːn̪ˠt̪ˠəx,kɔn̪t̪əx
cúram,,ˈkuːɾˠəmˠ,kɔɾˠəmˠ
cúramach,Munster; Connacht,ˈkuːɾˠəmˠəx,kɔɾˠəmˠəx
d'aithin,,ˈd̪ˠahənʲ,dʲaitʲçən̪
d'fhreastail,,ˈdʲɾʲasˠt̪ˠəlʲ,dʲfˠhɾʲɑstʲəl̪
d'fhágfaí,,ˈd̪ˠɑːkfˠiː,dʲfˠhɑgfʲi
dada,,ˈd̪ˠad̪ˠə,d̪ɑd̪ə
daichead,Ulster; Connacht,ˈd̪ˠa.çəd̪ˠ,dʲaicçəd̪
dair,,d̪ˠaɾʲ,dʲɑːɾʲ
damnaigh,Connacht,"ˈd̪ˠamˠnˠiː, ˈd̪ˠamˠnˠə, ˈd̪ˠamˠn̪ˠiː, ˈd̪ˠamˠn̪ˠə",d̪ʊmˠn̪iː
dar,,d̪ˠaɾˠ,d̪ɑːɾˠ
dea-bhéasach,Connacht,dʲaˈvʲeːsˠəx,dʲæbʲçəsˠəx
dear,,dʲaɾˠ,dʲɑːɾˠ
dearmadach,,ˈdʲaɾˠ(ə)mˠəd̪ˠəx,dʲæɾˠmˠəd̪əx
dearna,,ˈdʲɑːɾˠn̪ˠə,dʲæɾˠn̪ə
deinir,,ˈdʲɪnʲəɾʲ,dʲɛn̪iɾʲ
deireann,,ˈdʲɛɾʲən̪ˠ,dʲɛɾʲən̪ˠ
deoise,Munster; Connacht,ˈdʲoːʃə,dʲoːiʃi
dh,,"j, ɟ, ɣ",d
dhath,,ɣa(h),d̪hɑt
dheacair,,ˈjakəɾʲ,dʲçɑciɾʲ
dhiúic,,juːc,dʲçɪic
dhona,Connacht,"ˈɣɔnˠə, ˈɣɞnˠə, ˈɣɞn̪ˠə",d̪hɔn̪ə
dhuitse,Ulster; Connacht,ˈɣɪtʲʃə,d̪hɪtʲʃi
dhéag,,jeːɡ,dʲçɑg
dhícheall,Connacht,ˈjiːçəl̪ˠ,dʲçɪcçəl̪l̪
dia,,dʲiə,dʲiə
dianghlasáil,,dʲiənˠˈɣlˠa.sˠɑːlʲ,dʲiən̪ghl̪iʃəl̪
dlíthiúil,Connacht,ˈdʲlʲiːhuːlʲ,d̪l̪ɪtʲçiəl̪
do,Connacht,ɡə,d̪ɔ
doirtear,,ˈd̪ˠɨ̞ɾˠtʲəɾˠ,dʲɛɾʲtʲəɾˠ
dolaí,,ˈd̪ˠɔlˠiː,d̪ɔl̪ə
dragan,,ˈd̪ˠɾˠaɡənˠ,d̪ɾˠɑgən̪
draid,,d̪ˠɾˠadʲ,dɾʲaidʲ
droch-,Connacht,d̪ˠɾˠɔx,d̪ɾˠʊk
drochshúil,,d̪ˠɾˠɔxˈ(h)uːlʲ,d̪ɾˠʊkhsˠhəl̪
druide,,ˈd̪ˠɾˠɪdʲə,d̪ɾˠɪdʲi
dt,,"dʲ, d̪ˠ, tʲ, t̪ˠ",d̪t̪
dtigh,Ulster; Connacht,dʲiː,dtʲɪɟ
dtiocfad,,ˈdʲʊkəd̪ˠ,d̪t̪ɪkfˠəd̪
dtitinn,,ˈdʲɪtʲən̠ʲ,dtʲɪtʲən̠ʲ
dtorann,Munster; Connacht,ˈd̪ˠɔɾˠən̪ˠ,d̪t̪ɔɾˠən̪ˠ
dtrian,,"dʲɾʲiənˠ, dʲɾʲiən̪ˠ",d̪tɾʲiən̪
dtéann,,dʲeːn̪ˠ,dtʲən̪ˠ
duadh,,"ˈd̪ˠuə, ˈd̪ˠuəɡ",d̪ɔə
dubhach,Connacht,ˈd̪ˠʊwəx,d̪ɔbˠhəx
ducht,,d̪ˠʊxt̪ˠ,d̪ʊkht̪
duine,Ulster; Munster; Connacht,ˈd̪ˠɪnʲə,d̪ɪn̪ə
dul,Ulster; Connacht,"d̪ˠʊlˠ, d̪ˠʊl̪ˠ",d̪ɔl̪
dula,,ˈd̪ˠʊlˠə,d̪ɔl̪ə
déan,,"dʲa(ː)nˠ, dʲeːnˠ",dʲɑn̪
déanach,Connacht,ˈdʲeːnˠəx,dʲɑn̪əx
déanadh,,"ˈdʲa(ː)nˠu, ˈdʲa(ː)nˠətʲ, ˈdʲaːnˠu, ˈdʲaːnˠətʲ, ˈdʲaːn̪ˠu, ˈdʲaːn̪ˠətʲ, ˈdʲeːnˠəx, ˈdʲiːnˠuː",dʲɑn̪ə
déirc,,dʲeːɾʲc,dʲəiɾʲk
díle,,ˈdʲiːlʲə,dʲɪl̪ə
dín,,dʲiːnʲ,dʲɪn̪
díomá,Connacht,ˈdʲiːmˠɑː,d̪ɪmˠə
díthairbheach,,ˈdʲiːˌhæɾʲəvʲəx,dʲɪtʲçiɾʲbʲçəx
dóbair,,ˈd̪ˠoːbˠəɾʲ,d̪ɛbʲiɾʲ
dóid,Munster; Connacht,d̪ˠoːdʲ,dʲɛdʲ
dúcha,,ˈd̪ˠuːxə,d̪ʊkhə
dúiche,,ˈd̪ˠuːçə,d̪ɪcçi
dúinte,,ˈd̪uːn̠ʲtʲə,d̪ɪntʲi
dúirt,,d̪ˠuːɾʲtʲ,d̪əiɾʲt̪
dúnfad,,ˈd̪ˠuːnˠhəd̪ˠ,d̪ɔn̪fˠəd̪
eascrach,,ˈasˠkɾˠəx,ɑsˠkɾˠəx
easpag,Connacht,"ˈæsˠpˠoːɡ, ˈaːsˠpˠək",ɑsˠpˠəg
easpag,Cois-Fharraige; Mayo; Connacht,ˈasˠpˠək,ɑsˠpˠəg
easóg,Cois-Fharraige; Connacht,ˈaːsˠoːɡ,ɑsˠəg
easóg,Connacht,"ˈasˠoːɡ, ˈæsˠoːɡ",ɑsˠəg
eim,,ɛmʲ,iːmʲ
eisean,,ˈɛʃənˠ,ɛʃən̪
eitiú,,ˈɛtʲuː,ɛtʲiə
eochair,,ˈɔxəɾʲ,oːcçiɾʲ
eofón,,ˈoːfˠoːnˠ,oːfˠən̪
eolach,Connacht,ˈoːlˠəx,oːl̪əx
eolas,Connacht,ˈoːlˠəsˠ,oːl̪əsˠ
facamar,,ˈfˠakəmˠəɾˠ,fˠɑkəmˠəɾˠ
fadó,Munster; Connacht,fˠaˈd̪ˠoː,fˠɑd̪ə
fadú,Connacht,ˈfˠad̪ˠuː,fˠɑd̪ə
falach,Connacht,"ˈfˠalˠəx, ˈfˠal̪ˠəx",fˠɑl̪əx
faoi bhun,Connacht,fˠiːˈwʊnˠ,fʲæə bˠhɔn̪
faoi deara,,fˠiːˈdʲaɾˠə,fʲæə dʲæɾˠə
faoinár,,ˈfˠiːnˠɑːɾˠ,fʲæən̪əɾˠ
fathach,Connacht,"ˈfˠahəx, ˈfˠaːx",fˠɑt̪həx
feachtas,,ˈfʲaxt̪ˠəsˠ,fʲɑkht̪əsˠ
feag,,fʲaɡ,fʲɑg
fearr,Munster; Connacht,fʲɑːɾˠ,fʲɑːɾˠɾˠ
fearthainn,Ulster; Kerry; Cork; Connacht,ˈfʲaɾˠhən̠ʲ,fʲærtʲçiən̠ʲ
feiceann,,ˈfʲɛcən̪ˠ,fʲɛcən̪ˠ
feicim,Munster; Connacht,ˈfʲɛcəmʲ,fʲɛcimʲ
feide,,ˈfʲɛdʲə,fʲɛdʲi
feidhmeannas,,ˈfʲəimʲən̪ˠəsˠ,fʲɛdʲhmʲən̪n̪əsˠ
feighil,,fʲəilʲ,fʲɛɟçəl̪
fheola,,ˈoːlˠə,fʲçoːl̪ə
fhianaise,Connacht,"ˈiːnˠɪʃə, ˈiːn̪ˠɪʃə",fʲçiən̪iʃi
fhréimh,,rʲeːvʲ,fˠhɾʲɛmʲ
fhuar,,uəɾˠ,fˠhuaɾˠ
fhuinneoig,Connacht,ˈɪn̠ʲoːɟ,fˠhɪn̪n̪oːiɟ
fhágáil,Connacht,ˈɑːɡɑːlʲ,fˠhɑɟəl̪
fhéidir,,ˈeːdʲəɾʲ,fʲçɛdʲiɾʲ
fiafheoil,,ˈfʲiəˌoːlʲ,fʲiəfʲçoːəl̪
fianna,,ˈfʲiən̪ˠə,fʲiən̪n̪ə
filíocht,Connacht,ˈfʲɪlʲiəxt̪ˠ,fʲɪl̪əkht̪
finne,,ˈfʲɪn̠ʲə,fʲɪn̪n̪ə
fir,,fʲɪɾʲ,fʲəiɾʲ
fisic,,ˈfʲɪʃɪc,fʲɪʃic
fiánta,Connacht,ˈfʲiː.ɑːn̪ˠt̪ˠə,fʲiən̪t̪ə
fiúntas,,ˈfʲuːn̪ˠt̪ˠəsˠ,fʲɪən̪t̪əsˠ
flaith,Ulster; Connacht,"fˠlˠa(h), fˠl̪ˠa(h)",fˠl̪aitʲ
focal,Ulster; Connacht,ˈfˠɔkəlˠ,fˠʊkəl̪
foclóirí,Connacht,ˈfˠɔklˠoːɾʲiː,fˠʊkl̪iɾʲi
fodhuine,,ˈfˠɔɣɪnʲə,fˠɔd̪hən̪ə
foide,,ˈfˠɛdʲə,fʲɛdʲi
foirfe,,"ˈfˠɛɾʲəfʲə, ˈfˠɪɾʲəfʲə",fʲɛɾʲfʲi
folláin,Connacht,ˈfˠɔl̪ˠɑːnʲ,fˠɔl̪l̪ən̪
fomhórach,,fˠɔˈvˠoːɾˠəx,fˠɔmˠhəɾˠəx
fothragadh,Connacht,ˈfˠoɾˠəkə,fˠɔt̪hɾˠəgə
freastalaím,,ˈfʲɾʲasˠt̪ˠəlˠiːmʲ,fɾʲɑsˠt̪əl̪imʲ
freastalaíonn,,ˈfʲɾʲasˠt̪ˠəlˠiːn̪ˠ,fɾʲɑsˠt̪əl̪əən̪n̪
freastalta,,ˈfʲɾʲasˠt̪ˠəl̪ˠt̪ə,fɾʲɑsˠt̪əl̪t̪ə
fuadach,Munster; Connacht,ˈfˠuəd̪ˠəx,fˠuad̪əx
fuair,,fˠuəɾʲ,fʲuaiɾʲ
fual,,"fˠuəlˠ, fˠuəl̪ˠ",fˠual̪
fuiliceach,,ˈfˠɪlʲɪcəx,fˠɪl̪icəx
fuilimid,,ˈfˠɪlʲəmʲədʲ,fˠɪl̪əmʲədʲ
furasta,,ˈfˠʊɾˠəsˠt̪ˠə,fˠɔɾˠəsˠt̪ə
fusa,,ˈfˠʊsˠə,fˠɔsˠə
fágaim,Munster; Connacht,ˈfˠɑːɡəmʲ,fˠɑɟimʲ
fágfar,,ˈfˠɑːkfˠəɾˠ,fˠɑgfˠəɾˠ
fáiscim,Munster; Connacht,ˈfˠɑːʃcəmʲ,fʲaiʃcimʲ
fán,Munster; Connacht,fˠɑːn̪ˠ,fˠɑn̪
féachaint,Ulster; Connacht,ˈfʲeːxɪn̠ʲtʲ,fʲɑcçən̪t̪
féasta,Ulster; Connacht,ˈfʲeːsˠt̪ˠə,fʲɑsˠt̪ə
féidearthacht,Munster; Connacht,ˈfʲeːdʲəɾˠhəxt̪ˠ,fʲɛdʲəɾˠt̪həkht̪
féin-,,"fʲeːnʲ, heːnʲ",fʲɛn
fí,Munster; Connacht,fʲiː,fʲɪ
fórsa,,ˈfˠoːɾˠsˠə,fˠɔɾˠsˠə
gabhal,Connacht,"ˈɡɑuəlˠ, ˈɡɑuəl̪ˠ",gɑbˠhəl̪
gabhlóg,Connacht,"ˈɡɑulˠoːɡ, ˈɡɑul̪ˠoːɡ",gɑbˠhl̪əg
gabháilte,Connacht,ˈɡɔwɑːlʲtʲə,gɑbʲçəltʲi
gach uile dhuine,,"ɡa ˌxɪlʲə ˈɣɪnʲə, ˌxɪlʲə ˈɣɪnʲə",gəx ɪl̪ə d̪hɪn̪ə
gae,,ɡeː,ɟeː
gafa,,ˈɡafˠə,gɑfˠə
gaige,,ˈɡaɟɪ,ɟaiɟi
gair,Connacht,ɡɛɾʲ,ɟɑːɾʲ
gairid,Connacht,ˈɡaɾʲədʲ,ɟaiɾʲidʲ
gairme,,ˈɡaɾʲəmʲə,ɟaiɾʲmʲi
gairmeach,,ɡaɾʲˌmʲəx,ɟaiɾʲmʲəx
gaiste,,ˈɡaʃtʲə,ɟaiʃtʲi
gallta,,ˈɡaːl̪ˠt̪ˠə,gɑl̪l̪t̪ə
galán,Connacht,"ˈɡalˠɑːnˠ, ˈɡal̪ˠɑːn̪ˠ",gɑl̪ən̪
gaobhar,Ulster; Connacht,ˈɡiːwəɾˠ,gɑəbˠhəɾˠ
garanna,,ˈɡaɾˠən̪ˠə,gɑɾˠən̪n̪ə
garr,Munster; Connacht,ɡɑːɾˠ,gɑːɾˠɾˠ
garsún,Connacht,ˈɡaɾˠsˠuːnˠ,gɑɾˠsˠən̪
gasta,,ˈɡasˠt̪ˠə,gɑsˠt̪ə
gasúir,Connacht,ˈɡasˠuːɾʲ,gɑsˠiɾʲ
gcailín,Connacht,ˈɡalʲiːnʲ,gcail̪ən̪
gcanna,,"ˈɡan̪ˠə, ˈɡɑn̪ˠə",gkɑn̪n̪ə
gcaogad,Ulster; Connacht,ˈɡiːɡəd̪ˠ,gkɑəgəd̪
gcaoi,,ɡiː,gcæə
gcaoimhe,Ulster; Connacht,ˈɡiːvʲə,gcæimʲçi
gcearnóg,Connacht,ˈɟɑːɾˠn̪ˠoːɡ,gcæɾˠn̪əg
gceilt,Ulster; Connacht,ɟɛl̠ʲtʲ,gcɛl̪t̪
gciall,,ɟiəl̪ˠ,gciəl̪l̪
gcuairt,,ɡuəɾˠtʲ,gcuaiɾʲt̪
geallaim,Connacht,"ˈɟaːl̪ˠəmʲ, ˈɟɑːl̪ˠəmʲ",ɟɑl̪l̪imʲ
gearrthacha,Munster; Connacht,ˈɟaːrˠhəxə,ɟæɾˠɾˠt̪həkhə
geas,,ɟasˠ,ɟɑsˠ
geimhriú,Connacht,ɟiːvʲɾʲuː,ɟɛmʲhɾʲiə
geimhriúchán,Connacht,ˈɟiːvɾʲuˌxɑːn̪ˠ,ɟɛmʲhɾʲiəkhən̪
geire,,ˈɟɛɾʲə,ɟɛɾʲi
geis,,ɟɛʃ,ɟɛʃ
ghairid,,ˈɣaɾʲədʲ,ɟçaiɾʲidʲ
ghaiscíoch,Connacht,ˈɣaʃciːx,ɟçaiʃkək
gheala,,ˈjalˠə,ɟçɑl̪ə
ghlún,Ulster; Munster; Connacht,ɣl̪ˠuːn̪ˠ,ghl̪ɔn̪
ghrian,Ulster; Munster; Connacht,"jɾʲiən̪ˠ, ʝɾʲiən̪ˠ",ghɾʲiən̪
ghrása,Munster; Connacht,ˈɣɾˠɑːsˠə,ghɾˠɑsˠə
ginideach,Munster; Connacht,ˈɟɪnʲədʲəx,ɟɪn̪idʲəx
giosta,,ˈɟɪsˠt̪ˠə,gɪsˠt̪ə
giucs,,ɟɯksˠ,ɟɪəksˠ
giúistís,Connacht,ˈɟuːʃtʲiːʃ,ɟɪiʃtʲiʃ
gleoite,,ˈɟlʲoːtʲə,gl̪oːitʲi
gluaisrothar,,ɡlˠuəʃˈɾˠɔhəɾˠ,gl̪uaiʃɾˠət̪həɾˠ
gléasaim,,ˈɟlʲeːsˠəmʲ,gl̪ɑʃimʲ
glóire,Munster; Connacht,ˈɡlˠoːɾʲə,gl̪ɛɾʲi
go raibh maith agat,,"ɡəɾˠəmˠəˈhaɡət̪ˠ, ɡəɾˠəˈmˠahəɡət̪ˠ",gɔ ɾʲaibʲ mʲaitʲ ɑgət̪
goil,,"ɡɔlʲ, ɡɛlʲ",ɟɔl̪
goilliúnach,Connacht,ˈɡɔl̠ʲuːnˠəx,ɟɔl̪l̪əən̪əx
goilte,,ˈɡɛlʲtʲə,ɟɛltʲi
gorach,Connacht,ˈɡɔɾˠəx,gɔɾˠəx
gorm,Connacht,ˈɡɞɾˠəmˠ,gɔɾˠəmˠ
gorm,Ulster; Connacht,ˈɡɔɾˠəmˠ,gɔɾˠəmˠ
gortú,Connacht,ˈɡɔɾˠt̪ˠuː,gɔɾˠt̪ə
graeip,,ɡɾˠeːpʲ,gɾʲeːipʲ
gread,,ɟɾʲad̪ˠ,gɾʲɑd̪
greis,,ɟɾʲɛʃ,gɾʲɛʃ
grian-,,ɟɾʲiənʲ,gɾʲiən
grianmhar,Connacht,"ˈɟɾʲiənˠvˠəɾˠ, ˈɟɾʲiən̪ˠvˠəɾˠ",gɾʲiən̪mˠhəɾˠ
gruaig,,ɡɾˠuəɟ,gɾʲuaiɟ
grád,Munster; Connacht,ɡɾˠɑːd̪ˠ,gɾˠɑd̪
gránna,Munster; Connacht,ˈɡɾˠɑːn̪ˠə,gɾˠɑn̪n̪ə
gréin,,ɟɾʲeːnʲ,gɾʲɛn̪
gréine,,ˈɟɾʲeːnʲə,gɾʲɛn̪ə
gríosach,Munster; Connacht,ˈɟɾʲiːsˠəx,gɾˠɪsˠəx
grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,gɾˠɔd̪l̪ən̪ˠ
gur,,"ɡəɾˠ, ɡʊɾˠ",gəuɾˠ
géagleabhair,,ˈɟeːɡl̠ʲəuɾʲ,ɟɑgl̪ibʲçiɾʲ
géibheann,,ˈɟeːvʲən̪ˠ,ɟɛbʲçən̪ˠ
gí,,ɟiː,ɟɪ
hInis Meáin,,ˌhɪnʲəʃ ˈmʲɑːnʲ,çɪn̪iʃ mʲain̪
haenna,,ˈheːn̪ˠə,çeːn̪n̪ə
haicme,,ˈhacmʲə,çaicmʲi
hurais,,ˈhʊɾˠəʃ,hɛɾʲiʃ
húr,,huːɾˠ,həuɾˠ
i dtaca le,,(ə)ˈd̪ˠakə lʲe,ɪ d̪t̪ɑkə l̪ɛ
i dtír,,əˈdʲiːɾʲ,ɪ dtʲɪɾʲ
i m'ainneoin,Connacht,əˈmˠan̠ʲoːnʲ,ɪ mʲain̪n̪oːən̪
i mbun,,"əˈmˠunˠ, əˈmˠun̪ˠ, əˈmˠɞnˠ, əˈmˠʌnˠ, əˈmˠʌn̪ˠ",ɪ mˠbˠɔn̪
i ndiaidh,Connacht,"əˈn̠ʲeːj, əˈn̠ʲiə",ɪ ndʲɪiː
i ngar,,əˈŋaɾˠ,ɪ n̪gɑɾˠ
i ngeall ar,Galway; Connacht,əˈɲɑːl̪ˠ eɾʲ,ɪ nɟɑl̪l̪ ɑːɾˠ
i ngeall ar,Mayo; Connacht,əˈɲal̪ˠ ɛɾʲ,ɪ nɟɑl̪l̪ ɑːɾˠ
iaguar,,ˈiəɡuəɾˠ,iəgəɾˠ
iascaire,,ˈiəsˠkəɾʲə,iəsciɾʲi
imeall,Connacht,ˈɪmʲəl̪ˠ,ɪmʲəl̪l̪
imeoidh,Aran; Connacht,ˈimʲoː,ɪmʲoːidʲ
imím,Connacht,ˈimʲiːmʲ,ɪmʲimʲ
inar,,ˈɪnˠəɾˠ,ɪn̪əɾˠ
inneach,Galway; Mayo; Connacht,ˈin̠ʲəx,ɪn̪n̪əx
innealtóir,,ˈinʲəlˠt̪ˠoːɾʲ,ɪn̪n̪əltʲiɾʲ
inné,Ulster; Connacht,"əˈn̠ʲeː, ɪˈn̠ʲeː",ɪn̪n̪ə
inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ɪnʃoːidʲ
inteacht,Connacht,ˈɪn̠ʲtʲəxt̪ˠ,ɪntʲəkht̪
iníona,Connacht,ˈinʲiːnˠiː,ɪn̪ən̪ə
iománaíocht,,əˈmˠɑːn̪ˠiəxt̪ˠ,ɪmˠən̪əəkht̪
ionad,Connacht,ˈinˠəd̪ˠ,ɪn̪əd̪
ionaidh,Connacht,ˈiːnˠiː,ɪn̪iː
it,,ɪt̪ˠ,ɪtʲ
ith,,i(h),ɪtʲ
ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ɪtʲçiɾʲ
laistiar,,l̪ˠaʃˈtʲiəɾˠ,l̪aiʃtʲəɾˠ
lannach,Connacht,ˈl̪ˠan̪ˠəx,l̪ɑn̪n̪əx
lasa,,ˈl̪ˠasˠə,l̪ɑsˠə
lasracha,Connacht,ˈl̪ˠasˠɾˠəxə,l̪ɑsˠɾˠəkhə
lasta,,ˈl̪ˠasˠt̪ˠə,l̪ɑsˠt̪ə
le fáil,Munster; Connacht,lʲɛˈfˠɑːlʲ,l̪ɛ fʲail̪
leag,,l̠ʲaɡ,l̪ɑg
leamh,Connacht,ˈl̠ʲavˠ,l̪ɑːm
leanaim,Connacht,ˈl̠ʲanˠəmʲ,l̪ɑn̪imʲ
leathan,Ulster; Connacht,"ˈl̠ʲahənˠ, ˈl̠ʲahən̪ˠ",l̪ɑt̪hən̪
leathré,,ˈlʲahˌɾʲeː,l̪ɑt̪hɾʲi
leic,,l̠ɛc,l̪ɛc
leiceann,,ˈl̠ʲɛcən̪ˠ,l̪ɛcən̪ˠ
leifteanant,Connacht,"ˈl̠ʲɛfʲtʲənˠən̪ˠt̪ˠ, ˈl̠ʲɛfʲtʲən̪ˠən̪ˠt̪ˠ",l̪ɛfʲtʲən̪ən̪t̪
leirg,Ulster; Connacht,ˈl̠ʲɛɾʲɪɟ,l̪əiɾʲg
leisce,Ulster; Connacht,ˈl̠ʲɛʃcɪ,l̪ɛʃci
leisciúil,Connacht,ˈl̠ʲɛʃcuːlʲ,l̪ɛʃciəl̪
leite,,ˈl̠ʲɛtʲə,l̪ɛtʲi
leithe,,ˈl̠ʲɛhə,l̪ɛtʲçi
leithead,,ˈl̠ʲɛhəd̪ˠ,l̪ɛtʲçəd̪
leithid,,ˈl̠ʲɛhədʲ,l̪ɛtʲçidʲ
lem,,lʲɛmˠ,l̪iːmʲ
let,,lʲɛt̪ˠ,l̪ɛtʲ
leáigh,,,l̪eiː
lianna,,ˈl̠ʲiən̪ˠə,l̪iən̪n̪ə
liathróid,Connacht,ˈl̠ʲiə(h)ɾˠoːdʲ,l̪iət̪hɾʲidʲ
lic,,l̠ʲɪc,l̪ɪc
ligeann,,ˈl̠ʲɪɟən̪ˠ,l̪ɪɟən̪ˠ
liomóg,Connacht,ˈl̠ʲʊmˠoːɡ,l̪ɪmˠəg
liopard,,ˈlʲi.pˠəɾˠdˠ,l̪ɪpˠəɾˠd̪
litear,,ˈl̠ʲɪtʲəɾˠ,l̪ɪtʲəɾˠ
ll,,"l̠ʲ, l̪ˠ",l̪l̪
locha,,ˈl̪ˠɔxə,l̪ʊkhə
lofa,,ˈl̪ˠɔfˠə,l̪ɔfˠə
lonnaithe,Connacht,ˈl̪ˠɔn̪ˠiː,l̪ɔn̪n̪itʲçi
luachair,,l̪ˠuəxəɾʲ,l̪uacçiɾʲ
luaigh,,,l̪uiː
lucht,Munster; Connacht,l̪ˠʊxt̪ˠ,l̪ʊkht̪
luite,,ˈl̪ˠɪtʲə,l̪ɪtʲi
luígí,,ˈl̪ˠiːɟiː,l̪ɪɟi
lá,,,l̪ɑ
lá breá,,l̪ˠɑː bʲɾʲɑː,l̪ɑ bɾʲæ
láir,,l̪ˠɑːɾʲ,l̪ɑːɾʲ
lán,Munster; Connacht,l̪ˠɑːn̪ˠ,l̪ɑn̪
lán,Connacht,l̪ˠɑːnˠ,l̪ɑn̪
léigh,,,l̪ɛɟ
léim,,,l̪iːmʲ
