word,tags,ipa,results
céachta,,ˈceːx.t̪ˠə,cɑkht̪ə
céilí,,ˈceːlʲiː,cɛl̪ə
cén,,ceːnˠ,cɛn̪
cén áit,,ceːˈn̪ˠɑːtʲ,cɛn̪ aitʲ
cérb,,ceːɾˠbˠ,cəiɾʲbˠ
cíor,,ciːɾˠ,kaɾˠ
cósta,Munster; Connacht,ˈkoːsˠt̪ˠə,kɔsˠt̪ə
cú dobhráin,,kuː ˈd̪ˠoʊ.ɾaːnʲ,kɔ d̪ɔbˠhɾʲən̪
cúbtha,,ˈkuːpˠə,kɔbˠt̪hə
cúigear,,ˈkuːɟəɾˠ,kɪɟəɾˠ
cúinge,Connacht,ˈkuːɲɪ,kɪnɟi
cúraim,,ˈkuːɾˠəmʲ,kɛɾʲimʲ
d'fhreagair,,ˈdʲɾʲaɡəɾʲ,dʲfˠhɾʲɑɟiɾʲ
d'fhágfaí,,ˈd̪ˠɑːkfˠiː,dʲfˠhɑgfʲi
d'éirigh,Connacht,ˈdʲəiɾʲiː,dʲɛɾʲiɟ
dailtín,Connacht,ˈd̪ˠal̠ʲtʲiːnʲ,dʲailtʲən̪
damhsaigh,,ˈd̪ˠausˠə,d̪ʊmˠhʃiː
dar,,d̪ˠaɾˠ,d̪ɑːɾˠ
deannach,,dʲanˠəx,dʲɑn̪n̪əx
dear,,dʲaɾˠ,dʲɑːɾˠ
dearcaim,Munster; Connacht,ˈdʲaɾˠkəmʲ,dʲærcimʲ
deasú,Connacht,ˈdʲasˠuː,dʲɑsˠə
deice,,ˈdʲɛcɪ,dʲɛci
deifir,,ˈdʲɛfʲəɾʲ,dʲɛfʲiɾʲ
deireanach,Connacht,ˈdʲɛɾʲənˠəx,dʲɛɾʲən̪əx
deireas,,ˈdʲɛɾʲəsˠ,dʲɛɾʲəsˠ
deirfiúracha,,ˈdʲeɾʲəfʲəɾˠəxə,dʲɛɾʲfʲiəɾˠəkhə
deirid,,ˈdʲɛɾʲədʲ,dʲɛɾʲidʲ
deirinn,Ulster; Connacht,ˈdʲɛɾʲən̠ʲ,dʲɛɾʲən̠ʲ
deirtear,,ˈdʲɛɾʲtʲəɾˠ,dʲɛɾʲtʲəɾˠ
deoch,,"dʲox, dʲɔx",dʲoːk
deoir,Munster; Connacht,dʲoːɾʲ,dʲoːiɾʲ
dhara,Ulster; Connacht,ˈɣaɾˠə,d̪hɑɾˠə
dhe,,jɛ,dʲçɛ
dheineann,,ˈjɪnʲən̪ˠ,dʲçɛn̪ən̪ˠ
dhil,,ˈjɪlʲ,dʲçɪl̪
dhona,Connacht,"ˈɣɔnˠə, ˈɣɞnˠə, ˈɣɞn̪ˠə",d̪hɔn̪ə
dhéanfaí,,ˈjiːnfˠiː,dʲçɑnfʲi
dhíbh,,jiːvʲ,dʲçɪbʲ
dian,,"dʲiənˠ, dʲiən̪ˠ",dʲiən̪
dile,,ˈdʲilʲə,dʲɪl̪ə
diosfaige,,ˌdʲəsˈfɑɟə,d̪ɪsfʲiɟi
dlaoi,,"d̪ˠlˠiː, d̪ˠl̪ˠiː",d̪l̪ɑə
dochreidte,,d̪ˠɔˈçɾʲɛtʲə,d̪ʊkhɾʲidʲtʲi
dod,Munster; Connacht,d̪ˠɔd̪ˠ,d̪ɔd̪
doir,,d̪ˠɛɾʲ,dʲəiɾʲ
dom,,d̪ˠɔmˠ,d̪uːmˠ
dona,Munster; Connacht,ˈd̪ˠɔn̪ˠə,d̪ɔn̪ə
dos,,d̪ˠɔsˠ,d̪ɔsˠ
dosanna,,ˈd̪ˠɔsˠən̪ˠə,d̪ɔsˠən̪n̪ə
drabhlásach,Connacht,ˈd̪ˠɾˠəulˠɑːsˠəx,d̪ɾˠɑbˠhl̪əsˠəx
dragan,,ˈd̪ˠɾˠaɡənˠ,d̪ɾˠɑgən̪
drama,,ˈd̪ˠɾˠamˠə,d̪ɾˠɑmˠə
draíocht,,d̪ˠɾˠiəxt̪ˠ,d̪ɾˠɑəkht̪
dromchla,,ˈd̪ˠɾˠɔmˠxlˠə,d̪ɾˠɔmˠkhl̪ə
dteach,,dʲax,dtʲəx
dtor,,d̪ˠɔɾˠ,d̪t̪ɔɾˠ
dtorann,Munster; Connacht,ˈd̪ˠɔɾˠən̪ˠ,d̪t̪ɔɾˠən̪ˠ
dtreo,Munster; Connacht,dʲɾʲoː,d̪tɾʲoː
dtrí,,dʲɾʲiː,d̪tɾʲɪ
dtuigeann,,ˈd̪ˠɪɟən̪ˠ,d̪t̪ɪɟən̪ˠ
dtír,,dʲiːɾʲ,dtʲɪɾʲ
duadar,,ˈd̪ˠuəd̪ˠəɾˠ,d̪uad̪əɾˠ
duine,Ulster; Munster; Connacht,ˈd̪ˠɪnʲə,d̪ɪn̪ə
dula,,ˈd̪ˠʊlˠə,d̪ɔl̪ə
dusta,,"ˈd̪ˠɪsˠt̪ˠə, ˈd̪ˠʊsˠt̪ˠə",d̪ɔsˠt̪ə
dá bhrí sin,,d̪ˠɑː ˈvʲɾʲiː ʃɪnʲ,d̪ɑ bˠhɾʲɪ ʃɪn̪
dáiríre,Munster; Connacht,d̪ˠɑːˈɾʲiːɾʲə,dʲaiɾʲiɾʲi
dána,Munster; Connacht,ˈd̪ˠɑːnˠə,d̪ɑn̪ə
déan,,"dʲa(ː)nˠ, dʲeːnˠ",dʲɑn̪
déan as,Connacht,ˈdʲiːnˠ æsˠ,dʲɑn̪ ɑsˠ
déanamh,,"ˈdʲa(ː)nˠuː, ˈdʲia̯n̪ˠə, ˈdʲiːnˠuː",dʲɑn̪əm
déantóir,Connacht,ˈdʲeːn̪ˠt̪ˠoːɾʲ,dʲɑntʲiɾʲ
dínne,,ˈdʲiːn̠ʲə,dʲɪn̪n̪ə
dóbair,,ˈd̪ˠoːbˠəɾʲ,d̪ɛbʲiɾʲ
dúbail,,ˈd̪ˠuːbˠəlʲ,d̪ɛbʲəl̪
dúcha,,ˈd̪ˠuːxə,d̪ʊkhə
dúchas,,ˈd̪ˠuːxəsˠ,d̪ʊkhəsˠ
dúigh,Ulster; Connacht,d̪ˠuːj,d̪ɪɟ
dúin,,d̪ˠuːnʲ,d̪ɪn̪
dúlra,,ˈd̪ˠuːlˠɾˠə,d̪ɔl̪ɾˠə
dúnaim,Munster; Connacht,ˈd̪ˠuːn̪ˠəmʲ,d̪ɔn̪imʲ
dúramar,,ˈd̪ˠuːɾˠəmˠəɾˠ,d̪ɔɾˠəmˠəɾˠ
dúrt,,ˈd̪ˠuːɾˠt̪ˠ,d̪əuɾˠt̪
eachtrán,Connacht,ˈaxt̪ˠɾˠɑːnˠ,ɑkht̪ɾˠən̪
eagar,,ˈaɡəɾˠ,ɑgəɾˠ
earc,,aɾˠk,ɑːrk
eascann,,ˈasˠkən̪ˠ,ɑsˠkən̪ˠ
easpach,Connacht,ˈasˠpˠəx,ɑsˠpˠəx
easóg,Connacht,"ˈasˠoːɡ, ˈæsˠoːɡ",ɑsˠəg
eisean,,ˈɛʃənˠ,ɛʃən̪
eitim,,ˈɛtʲəmʲ,ɛtʲimʲ
eitpheil,,ˈɛtʲfʲɛlʲ,ɛtʲpʲçəl̪
eofón,,ˈoːfˠoːnˠ,oːfˠən̪
eol,Munster; Connacht,oːlˠ,oːl̪
fadálach,Connacht,"ˈfˠad̪ˠɑːlˠəx, ˈfˠad̪ˠɑːl̪ˠəx",fˠɑd̪əl̪əx
faigh,,fˠəi,fʲiː
faigheann,Connacht,fˠɑːn̪ˠ,fʲaiɟçən̪ˠ
faighteá,,ˈfˠɑtʲɑː,fʲaiɟhtʲi
faisean,,"ˈfˠaʃənˠ, ˈfˠaʃən̪ˠ",fʲaiʃən̪
faoi mhaise,,fˠiːˈwaʃə,fʲæə mʲçaiʃi
faoin,,fˠiːnʲ,fʲæən̪
farraigí,Connacht,ˈfˠaɾˠəɟiː,fˠɑrɾʲiɟi
feac,,ˈfʲak,fʲɑk
feamainneach,,ˈfʲamˠən̠ʲəx,fʲɑmʲən̪n̪əx
fear céile,,fʲaɾˠ ˈceːlʲə,fʲɑːɾˠ cɛl̪ə
feiceanna,,ˈfʲɛcən̪ˠə,fʲɛcən̪n̪ə
feiceálach,,ˈfʲɛcalˠa(x),fʲɛcəl̪əx
feighil,,fʲəilʲ,fʲɛɟçəl̪
feil,,fʲɛlʲ,fʲɛl̪
feo,Munster; Connacht,fʲoː,fʲoː
fheamainn,,ˈamˠən̠ʲ,fʲçɑmʲiən̠ʲ
fheoil,Munster; Connacht,oːlʲ,fʲçoːəl̪
fhreastail,,ˈɾʲasˠt̪ˠəlʲ,fˠhɾʲɑstʲəl̪
fhuilim,,ˈɪlʲəmʲ,fˠhɪl̪imʲ
fhág,Munster; Connacht,ˈɑːɡ,fˠhɑg
fhéar,,eːɾˠ,fʲçæɾˠ
fiachta,,ˈfʲiəxt̪ˠə,fʲiəkht̪ə
fiartha,,ˈfʲiəɾˠhə,fʲiəɾˠt̪hə
fiarthaí,,ˈfʲiəɾˠhiː,fʲiərtʲçi
fiodh,,fʲɪ,fˠɪd
focal,Ulster; Munster; Connacht,ˈfˠɔkəl̪ˠ,fˠʊkəl̪
foclóirí,Connacht,ˈfˠɔklˠoːɾʲiː,fˠʊkl̪iɾʲi
foghar,Munster; Connacht,fˠauɾˠ,fˠʊghəɾˠ
fola,,ˈfˠɔlˠə,fˠɔl̪ə
folach,Connacht,"ˈfˠalˠəx, ˈfˠɔlˠəx",fˠɔl̪əx
foréigean,,fˠɔɾˠˈeːɟɪnˠ,fˠɛɾʲiɟən̪
fosta,,ˈfˠɔsˠt̪ˠə,fˠɔsˠt̪ə
frat,,fˠɾˠat̪ˠ,fˠɾˠɑt̪
freastalta,,ˈfʲɾʲasˠt̪ˠəl̪ˠt̪ə,fɾʲɑsˠt̪əl̪t̪ə
fuiseog,Connacht,ˈfˠɪʃoːɡ,fˠɪʃoːg
fuáil,Connacht,ˈfˠuːɑːlʲ,fʲuaəl̪
fág,Munster; Connacht,fˠɑːɡ,fˠɑg
fága,Munster; Connacht,ˈfˠɑːɡə,fˠɑgə
fágálacha,Connacht,"ˈfˠɑːɡɑːlˠəxiː, ˈfˠɑːɡɑːlˠəxə",fˠɑgəl̪əkhə
fásaim,,ˈfˠɑːsˠəmʲ,fˠɑʃimʲ
féach,,fʲeːx,fʲəx
féad,Ulster; Connacht,fʲeːd̪ˠ,fʲɑd̪
féadachtáil,Connacht,ˈfʲeːd̪ˠəxt̪ˠɑːlʲ,fʲɑd̪əkhtʲəl̪
féadaim,Munster; Connacht,ˈfʲeːd̪ˠəmʲ,fʲɑdʲimʲ
féasta,Ulster; Connacht,ˈfʲeːsˠt̪ˠə,fʲɑsˠt̪ə
féilire,,ˈfʲeːlʲəɾʲə,fʲɛl̪iɾʲi
féin-,,"fʲeːnʲ, heːnʲ",fʲɛn
féinchúis,,ˈfʲeːnʲˌxuːʃ,fʲɛn̪khiʃ
fí,Munster; Connacht,fʲiː,fʲɪ
fíniúin,Connacht,ˈfʲiːnʲuːnʲ,fʲɪn̪əən̪
fíon dearg,,ˌfʲiːnˠ ˈdʲaɾˠəɡ,fˠɪn̪ dʲæɾˠəg
fíon geal,,ˌfʲiːnˠ ˈɟalˠ,fˠɪn̪ ɟɑl̪
fúinn,,fˠuːn̠ʲ,fˠɔən̠ʲ
fútsa,,ˈfˠuːt̪ˠsˠə,fˠɔt̪sˠə
gabhar,Connacht,ˈɡɑuəɾˠ,gɑbˠhəɾˠ
gabhála,Connacht,ˈɡawɑːlˠə,gɑbˠhəl̪ə
gae,,ɡeː,ɟeː
gafann,,ˈɡafˠən̪ˠ,gɑfˠən̪ˠ
gaire,,ˈɡaɾʲə,ɟaiɾʲi
gairleog,Connacht,ˈɡaɾʲlʲoːɡ,ɟɪɾʲl̪oːg
gairmiúlaigh,,ɡaɾʲmʲuːl̪ˠiː,ɟaiɾʲmʲiilʲiː
galúin,Connacht,ˈɡalˠuːnʲ,gɑl̪ən̪
gaoith,,ɡiːh,ɟæitʲ
garda,Munster; Connacht,ˈɡɑːɾˠd̪ˠə,gɑɾˠd̪ə
garmhac,,ˈɡaɾˠˌwak,gɑɾˠmˠhək
gasra,Ulster; Connacht,ˈɡasˠɾˠə,gɑsˠɾˠə
gcaoimhe,Ulster; Connacht,ˈɡiːvʲə,gcæimʲçi
gcarachtar,,ˈɡaɾˠəxt̪ˠəɾˠ,gkɑɾˠəkht̪əɾˠ
gceártaí,Connacht,ˈɟɑːɾˠt̪ˠiː,gcærtʲi
gclóis,,"ɡlˠoːʃ, ɡl̪ˠoːʃ",gkl̪ɛʃ
gearba,,ˈɟaɾˠəbˠə,ɟæɾˠbˠə
geilt,Ulster; Connacht,ɟɛl̠ʲtʲ,ɟɛl̪t̪
geimhriúchán,Connacht,ˈɟiːvɾʲuˌxɑːn̪ˠ,ɟɛmʲhɾʲiəkhən̪
geimhrí,Connacht,"ˈɟivʲɾʲiː, ˈɟiːvʲɾʲiː, ˈɟĩvʲɾʲiː, ˈɟɛvʲɾʲiː",ɟɛmʲhɾʲi
ghaibh,,ɣavʲ,ɟçaibʲ
ghealach,Connacht,"ˈjalˠəx, ˈjal̪ˠəx",ɟçɑl̪əx
gheasa,,ˈjasˠə,ɟçɑsˠə
gheibh,,jɛvʲ,ɟçɛbʲ
ghlacann,,ˈɣlˠakən̪ˠ,ghl̪ɑkən̪ˠ
ghliocacht,,"ˈjlʲɪkəxt̪ˠ, ˈʝlʲɪkəxt̪ˠ",ghl̪ɪkəkht̪
ghlún,Ulster; Connacht,ɣlˠuːnˠ,ghl̪ɔn̪
ghráin,Munster; Connacht,ɣɾˠɑːnʲ,ghɾʲain̪
ghuigh,,ɣiː,ghɪɟ
gháire,Munster; Connacht,ˈɣɑːɾʲə,ɟçaiɾʲi
gil,,ɟɪlʲ,ɟɪl̪
ginte,,ɟɪnʲtʲə,ɟɪntʲi
giolla,Munster; Connacht,"ˈɟul̪ˠə, ˈɟɨl̪ˠə, ˈɟɯl̪ˠə",gɪl̪l̪ə
giotár,Munster; Connacht,ɟɪˈt̪ˠɑːɾˠ,gɪt̪əɾˠ
giúistís,Connacht,ˈɟuːʃtʲiːʃ,ɟɪiʃtʲiʃ
gleanna,Connacht,ˈɟlʲaːn̪ˠə,gl̪ɑn̪n̪ə
gleannta,Connacht,ˈɟlʲaːn̪ˠt̪ˠə,gl̪ɑn̪n̪t̪ə
gleo,Munster; Connacht,ɟlʲoː,gl̪oː
gleoite,,ˈɟlʲoːtʲə,gl̪oːitʲi
gliocais,,ˈɟlʊkəʃ,gl̪ɪciʃ
gliú beach,,ˌɟlʲuː ˈbʲax,gl̪ɪə bʲəx
glé,,ɟlʲeː,gl̪ɛ
gléasaimid,,ˈɟlʲeːsˠəmʲədʲ,gl̪ɑʃəmʲədʲ
gléasra,Ulster; Connacht,ˈɟlʲeːsˠɾˠə,gl̪ɑsˠɾˠə
glúin óg,Munster; Connacht,ə ˌɣlˠuːnʲ ˈoːɡ,gl̪ɪn̪ ɔg
glún,Ulster; Munster; Connacht,ɡl̪ˠuːn̪ˠ,gl̪ɔn̪
glún,Ulster; Connacht,ɡlˠuːnˠ,gl̪ɔn̪
gníomhaí,,ˈɡnʲiːwiː,gɾˠɪmʲçi
gnó,Connacht,"ɡnˠoː, ɡnˠuː, ɡɾˠoː, ɡɾˠuː",gɾˠɔ
go dtí go,,ɡə ˈdʲiː ɡə,gɔ dtʲɪ gɔ
goba,,ˈɡɔbˠə,gɔbˠə
goid,Connacht,ɡɞdʲ,ɟɛdʲ
goilte,,ˈɡɛlʲtʲə,ɟɛltʲi
gos,,"ɡɔsˠ, ɡəsˠ",gɔsˠ
greamaím,Connacht,ˈɟɾʲamˠiːmʲ,gɾʲɑmʲimʲ
greannmhar,Ulster; Connacht,ˈɟɾʲan̪ˠwəɾˠ,gɾʲɑn̪n̪mˠhəɾˠ
grian,,"ɟɾʲiənˠ, ɟɾʲiən̪ˠ",gɾʲiən̪
gruaig,,ɡɾˠuəɟ,gɾʲuaiɟ
gruama,,ˈɡɾˠuəmˠə,gɾˠuamˠə
gruth,Connacht,ɡɾˠɞ,gɾˠɔt
gráig,Munster; Connacht,ɡɾˠɑːɟ,gɾʲaiɟ
grásta,,"ˈɡɾˠaːsˠt̪ˠə, ˈɡɾˠɑːsˠt̪ˠə",gɾˠɑsˠt̪ə
gréas,Ulster; Connacht,ɟɾeːsˠ,gɾʲɑsˠ
gréine,,ˈɟɾʲeːnʲə,gɾʲɛn̪ə
gró,Munster; Connacht,ɡɾˠoː,gɾˠɔ
grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,gɾˠɔd̪l̪ən̪ˠ
gualainn,Ulster; Connacht,"ˈɡuəlˠən̠ʲ, ˈɡuəl̪ˠən̠ʲ",gual̪əən̠ʲ
guidid,,ˈɡɪdʲədʲ,gɪdʲidʲ
gus,Munster; Connacht,ɡʊsˠ,gɔsˠ
guta,,ˈɡʊt̪ˠə,gɔt̪ə
guíochtaint,,ˈɡiː(ə)xt̪ˠənʲtʲ,gɔəkhtʲən̪t̪
gála,Connacht,ˈɡɑːlˠə,gɑl̪ə
géagleabhair,,ˈɟeːɡl̠ʲəuɾʲ,ɟɑgl̪ibʲçiɾʲ
géar,Ulster; Cork; Connacht,ɟeːɾˠ,ɟɑːɾˠ
géibheann,,ˈɟeːvʲən̪ˠ,ɟɛbʲçən̪ˠ
gí go,,ˈɟiː ɡə,ɟɪ gɔ
gíotáil,Connacht,ˈɟiːt̪ˠɑːlʲ,gɪtʲəl̪
hae,,heː,çeː
hama,,ˈhamˠə,hɑmˠə
haon déag,,heːn̠ʲ dʲeːɡ,hɑən̪ dʲɑg
harc,,haɾˠk,hɑːrk
hard,,haːɾˠd̪ˠ,hɑːɾˠd̪
hidrigin,,hɪdʲɾʲɪɟɪnʲ,çɪdʲɾʲiɟən̪
himeanna,,ˈhɪmʲən̪ˠə,çɪmʲən̪n̪ə
hithe,,ˈhɪhə,çɪtʲçi
hoibre,,ˈhɛbʲrʲə,çɛbʲɾʲi
hois,,hɪʃ,çɛʃ
holaí,,ˈhɔlˠiː,hɔl̪ə
huis,,hɪʃ,hɪʃ
i dtaca le,,(ə)ˈd̪ˠakə lʲe,ɪ d̪t̪ɑkə l̪ɛ
i gceart,,əˈɟaɾˠt̪ˠ,ɪ gcæɾˠt̪
i m'ainneoin,Connacht,əˈmˠan̠ʲoːnʲ,ɪ mʲain̪n̪oːən̪
i mbun,,"əˈmˠunˠ, əˈmˠun̪ˠ, əˈmˠɞnˠ, əˈmˠʌnˠ, əˈmˠʌn̪ˠ",ɪ mˠbˠɔn̪
i ndán,,,ɪ n̪d̪ɑn̪
iaim,,iəmʲ,iəimʲ
iarraim,Munster; Connacht,ˈiəɾˠəmʲ,iərɾʲimʲ
iascaire,,ˈiəsˠkəɾʲə,iəsciɾʲi
iascaireacht,,ˈiəsˠkəɾʲəxt̪ˠ,iəsciɾʲəkht̪
idirghuí,Connacht,ˈɪdʲərʲˌɣiː,ɪdʲiɾʲghə
imeanna,,ˈɪmʲən̪ˠə,ɪmʲən̪n̪ə
imní,Connacht,ˈɪmʲɾʲiː,ɪmʲn̪ə
insíonn,Connacht,ˈiːnʲʃiːn̪ˠ,ɪn̪sˠən̪n̪
iolrán,Connacht,"ˈɪlˠɾˠɑːnˠ, ˈɪl̪ˠɾˠɑːn̪ˠ",ɪl̪ɾˠən̪
ionadaí,,"ˈi.ɴˠə.dˠiː, ˌi.nˠə.ˈdˠiː",ɪn̪idʲi
istigh,Connacht,əʃˈtʲiː,ɪʃtʲiɟ
ith,,i(h),ɪtʲ
labhairt,Munster; Connacht,l̪ˠauɾʲtʲ,l̪ɑbʲçiɾʲt̪
lacha,,ˈl̪ˠaxə,l̪ɑkhə
lae,,l̪ˠeː,l̪eː
laoch,Ulster; Connacht,l̪ˠiːx,l̪ɑək
lasta,,ˈl̪ˠasˠt̪ˠə,l̪ɑsˠt̪ə
lastuaidh,Ulster; Connacht,l̪ˠasˠˈt̪ˠuə(j),l̪ɑstʲiː
lastuas,,l̪ˠasˠˈt̪ˠuəsˠ,l̪ɑsˠt̪əsˠ
le,,lʲɛ,l̪ɛ
le déanaí,Connacht,lʲə ˈdʲeːn̪ˠiː,l̪ɛ dʲɑn̪ə
le haghaidh,Cois-Fharraige; Connacht,lʲəi̯,l̪ɛ hɑɟçiː
leathanach,Munster; Connacht,ˈl̠ʲahənˠəx,l̪ɑt̪hən̪əx
leifteanant,Connacht,"ˈl̠ʲɛfʲtʲənˠən̪ˠt̪ˠ, ˈl̠ʲɛfʲtʲən̪ˠən̪ˠt̪ˠ",l̪ɛfʲtʲən̪ən̪t̪
leitean,,ˈl̠ʲɛtʲənˠ,l̪ɛtʲən̪
leithead,,ˈl̠ʲɛhəd̪ˠ,l̪ɛtʲçəd̪
leithid,,ˈl̠ʲɛhədʲ,l̪ɛtʲçidʲ
leoraís,,lʲɔɾˠiːsˠ,l̪oːɾʲiʃ
let,,lʲɛt̪ˠ,l̪ɛtʲ
leá,Connacht,l̠ʲɑː,l̪ɑ
leás,Munster; Connacht,l̠ʲɑːsˠ,l̪ɑsˠ
lic,,l̠ʲɪc,l̪ɪc
limis,,ˈl̠ʲɪ.mʲɪʃ,l̪ɪmʲiʃ
linbh,,ˈl̠ʲɪnʲəvʲ,l̪ɪn̪b
liom,stressed; Munster; Connacht,lʲʊmˠ,l̪iːmˠ
litre,,ˈl̠ʲitʲɾʲə,l̪ɪtʲɾʲi
litreach,,ˈlʲitʲɾʲəx,l̪ɪtʲɾʲəx
ll,,"l̠ʲ, l̪ˠ",l̪l̪
loca,Munster; Connacht,ˈl̪ˠɔkə,l̪ʊkə
loch,Munster; Connacht,l̪ˠɔx,l̪ʊk
luachair,,l̪ˠuəxəɾʲ,l̪uacçiɾʲ
luaigh,,,l̪uiː
luasanna,,ˈl̪ˠuəsˠən̪ˠə,l̪uasˠən̪n̪ə
luathcha,,ˈl̪ˠuəxə,l̪uat̪hkhə
lucht,Munster; Connacht,l̪ˠʊxt̪ˠ,l̪ʊkht̪
luite,,ˈl̪ˠɪtʲə,l̪ɪtʲi
lá,Munster; Connacht,l̪ˠɑː,l̪ɑ
lá féile,,ˌl̪ˠɑː ˈfʲeːlʲə,l̪ɑ fʲɛl̪ə
láidre,,ˈl̪ˠɑːdʲ(ə)ɾʲə,l̪aidʲɾʲi
léacht,,l̠ʲeːxt̪ˠ,l̪ɑkht̪
léann,,l̠ʲeːn̪ˠ,l̪ən̪ˠ
léaró,Connacht,ˈl̠ʲeːɾˠoː,l̪ɑɾˠə
léine,,ˈl̠ʲeːnʲə,l̪ɛn̪ə
léis,,l̠ʲeːʃ,l̪ɛʃ
líne,,ˈl̠ʲiːnʲə,l̪ɪn̪ə
líofa,Ulster; Connacht,ˈl̠ʲiːfˠə,l̪ɪfˠə
lítir,,ˈl̠ʲiːtʲəɾʲ,l̪ɪtʲiɾʲ
lúcháir,Connacht,ˈl̪ˠuːxɑːɾʲ,l̪ɛcçiɾʲ
lúib,,l̪ˠuːbʲ,l̪ɪbʲ
m',,"mʲ, mˠ",mʲ
mainistir,,ˈmˠanʲəʃtʲəɾʲ,mʲain̪iʃtʲiɾʲ
maithiúnas,Connacht,ˈmˠahuːn̪ˠəsˠ,mʲaitʲçiən̪əsˠ
malaicít,Connacht,ˈmˠalˠɪciːtʲ,mˠɑl̪icitʲ
mallacht,Cois-Fharraige; Connacht,ˈmˠaːl̪ˠəxt̪ˠ,mˠɑl̪l̪əkht̪
maoilín,Connacht,ˈmˠiːlʲiːnʲ,mʲæəl̪ən̪
mar sin féin,,mˠaɾˠ ʃɪnʲ ˈheːnʲ,mˠɑːɾˠ ʃɪn̪ fʲɛn̪
mbas,,mˠasˠ,mˠbˠɑsˠ
mbata,,ˈmˠat̪ˠə,mˠbˠɑt̪ə
mbod,,mˠɔd̪ˠ,mˠbˠɔd̪
meabhair,Munster; Connacht,mʲauɾʲ,mʲɑbʲçiɾʲ
meaingeal,,ˈmæɲɟəl,mʲainɟəl̪
meaitseanna,,ˈmʲatʲʃən̪ˠə,mʲaitʲʃən̪n̪ə
meall,Connacht,mʲɑːl̪ˠ,mʲɑl̪l̪
meara,,ˈmʲaɾˠə,mʲæɾˠə
meilleog,Connacht,ˈmʲɛl̠ʲoːɡ,mʲɛl̪l̪oːg
mh,,"vʲ, w",m
mhac,Ulster; Connacht,wak,mˠhɑk
mhaidin,Connacht,ˈwadʲənʲ,mʲçaidʲən̪
mhaige,Ulster; Connacht,ˈwæɟɪ,mʲçaiɟi
mhallaigh,Ulster; Connacht,ˈwal̪ˠə,mˠhʊllʲiː
mhaoil,Ulster; Connacht,wiːlʲ,mʲçæəl̪
mhaol,Ulster; Connacht,wiːlˠ,mˠhɑəl̪
mharaigh,Connacht,ˈwaɾˠə,mˠhɑɾʲiː
mharbh,Connacht,ˈwarˠuː,mˠhɑɾˠəb
mharc,Ulster; Connacht,waɾˠk,mˠhɑrk
mheil,,vʲelʲ,mʲçɛl̪
mhéad,,vʲeːd̪ˠ,mʲçɑd̪
mhún,Ulster; Connacht,"wuːnˠ, wuːn̪ˠ",mˠhɔn̪
mill,,"mʲiːlʲ, mʲɪlʲ",mʲɪl̪l̪
millim,Connacht,ˈmʲɪl̠ʲəmʲ,mʲɪl̪l̪imʲ
milse,,ˈmʲɪl̠ʲʃə,mʲɪlʃi
min,Munster; Connacht,ˈmʲinʲ,mʲɪn̪
mion,,"ˈmʲinˠ, ˈmʲunˠ",mˠɪn̪
molfaidh,Connacht,"ˈmˠɔlˠhiː, ˈmˠɔlˠhə",mˠʊlfʲiː
molfar,,ˈmˠɔlˠfˠəɾˠ,mˠɔl̪fˠəɾˠ
moll,,,mˠɔl̪l̪
muic,,mˠɪc,mˠɪc
muid,,mˠɪdʲ,mˠɪdʲ
muinín,Connacht,ˈmˠɪnʲiːnʲ,mˠɪn̪ən̪
muirín,Connacht,ˈmˠɪɾʲiːnʲ,mˠɪɾʲən̪
mura,,ˈmˠʊɾˠə,mˠɔɾˠə
murar,,ˈmˠʊɾˠəɾˠ,mˠɔɾˠəɾˠ
murarbh,,ˈmˠʊɾˠəɾˠvˠ,mˠɔɾˠəɾˠb
máistreás,Connacht,ˈmˠɑːʃtʲɾʲɑːsˠ,mʲaiʃtɾʲəsˠ
míle,,ˈmʲiːlʲə,mʲɪl̪ə
míoltóg,Connacht,ˈmʲiːl̪ˠt̪ˠoːɡ,mˠɪl̪t̪əg
míorúilteach,Connacht,ˈmʲiːɾˠuːl̪ˠt̪ˠəx,mˠɪɾˠəltʲəx
mír,,mʲiːɾʲ,mʲəiɾʲ
míshásta,,ˈmʲiːhɑːsˠt̪ˠə,mʲɪsˠhəsˠt̪ə
mód,Munster; Connacht,mˠoːd̪ˠ,mˠɔd̪
móid,,mˠoːdʲ,mʲɛdʲ
móinteach,,ˈmˠoːnʲtʲəx,mʲɛntʲəx
mórtas,,ˈmˠoːɾˠt̪ˠəsˠ,mˠɔɾˠt̪əsˠ
múin,,mˠuːnʲ,mˠɪn̪
mún,,"mˠuːnˠ, mˠuːn̪ˠ",mˠɔn̪
múnla,,ˈmˠuːn̪ˠl̪ˠə,mˠɔn̪l̪ə
n-ainm,,ˈn̪ˠanʲəmʲ,nain̪mˠ
n-ainmneacha,,ˈn̪ˠanʲəmʲnʲəxə,nain̪mˠn̪əkhə
n-imeanna,,ˈn̠ʲɪmʲən̪ˠə,nɪmʲən̪n̪ə
n-olaí,,ˈn̪ˠɔlˠiː,nɔl̪ə
nD,,"n̠ʲ, n̪ˠ",n̪d̪
naomh,Connacht,n̪ˠiːvˠ,n̪ɑəm
naomhtar,,,n̪ɑəmˠht̪əɾˠ
naoscach,Connacht,ˈn̪ˠiːsˠkəx,n̪ɑəsˠkəx
