word	got	expected	exact	lev	lev_norm	dolgo	dolgo_norm
caobach	ˈkiːbˠax	ˈkiːbˠax	true	0	100.00	0.0000	100.00
gearr-	ɟaɾˠ	ɟaɾˠ	true	0	100.00	0.0000	100.00
monabhar	ˈmˠʌnˠauɾˠ	ˈmˠɔnˠəwəɾˠ	false	4	63.64	0.5714	42.86
fada	ˈfˠad̪ˠə	ˈfˠad̪ˠə	true	0	100.00	0.0000	100.00
sínigh	ˈʃiːnʲi	ˈʃiːnʲi	true	0	100.00	0.0000	100.00
i dtortaobh le	əˈd̪ˠɔɾˠt̪ˠiw lʲɛ	ˈɡɔɾˠt̪ˠiːwə lʲɛ(as if spelled	false	20	33.33	0.7143	28.57
chrup	xɾˠʌpˠ	xɾˠʌpˠ	true	0	100.00	0.0000	100.00
caoirigh	ˈkiːɾʲi	ˈkiːɾʲi	true	0	100.00	0.0000	100.00
cruithneachta	ˈkɾˠɪhnʲəxt̪ˠə	ˈkɾˠɪhnʲəxt̪ˠə	true	0	100.00	0.0000	100.00
fheicinn	ˈɛcɪn̠ʲ	ˈɛcɪn̠ʲ	true	0	100.00	0.0000	100.00
muirín	ˈmˠɪɾʲinʲ	ˈmˠɪɾʲinʲ	true	0	100.00	0.0000	100.00
ar bith	ɛɾʲˈbʲɪ	ɛɾʲˈbʲɪ	true	0	100.00	0.0000	100.00
srófach	ˈsˠɾˠɔːfˠax	ˈsˠɾˠɔːfˠax	true	0	100.00	0.0000	100.00
aonbheannach	ˈiːnʲəvʲən̪ˠax	ˈiːnˠ.ˈvʲa.nˠah	false	7	53.33	0.3750	62.50
soitheach	ˈsˠɛhax	ˈsˠəihax	false	2	75.00	0.3333	66.67
Caitríona	ˈkatʲɾʲiːnˠə	ˈkatʲɾʲiːnˠə	true	0	100.00	0.0000	100.00
án	anˠ	ˈeːnˠ	false	3	40.00	0.5000	50.00
thiocfaidh	ˈhʊkə	ˈhɨ̞kə	false	2	66.67	0.4000	60.00
Sínigh	ˈʃiːnʲi	ˈʃiːnʲi	true	0	100.00	0.0000	100.00
mogall	ˈmˠʌɡəl̪ˠ	ˈmˠʌɡəl̪ˠ	true	0	100.00	0.0000	100.00
d'ullmhaigh	ˈd̪ˠʌl̪ˠəwi	ˈd̪ˠʌl̪ˠwi	false	1	90.91	0.1667	83.33
troime	ˈt̪ˠɾˠɪmʲə	ˈt̪ˠɾˠɪmʲə	true	0	100.00	0.0000	100.00
thriúr	hɾʲuːɾˠ	hɾuːɾˠ	false	1	85.71	0.0000	100.00
cum	kʊmˠ	kʊmˠ	true	0	100.00	0.0000	100.00
caorthann	ˈkiːɾˠhən̪ˠ	ˈkiːɾˠhən̪ˠ	true	0	100.00	0.0000	100.00
éifeacht	ˈeːfʲaxt̪ˠ	ˈeːfʲaxt̪ˠ	true	0	100.00	0.0000	100.00
suíochán	ˈsˠixanˠ	ˈsˠiːxænˠ	false	2	77.78	0.0000	100.00
Sord	sˠʌɾˠd̪ˠ	sˠɔːɾˠd̪ˠ	false	2	77.78	0.2500	75.00
áras	ˈaːɾˠəsˠ	ˈaːɾˠəsˠ	true	0	100.00	0.0000	100.00
Bhaile Átha Cliath	ˌwalʲə ahə ˈclʲiə	ˌvʲlʲæː ˈclʲiə	false	7	58.82	0.4167	58.33
Gaelach	ˈɡeːl̪ˠax	ˈɡeːl̪ˠax	true	0	100.00	0.0000	100.00
fadú	ˈfˠad̪ˠu	ˈfˠad̪ˠu	true	0	100.00	0.0000	100.00
cnó	kɾˠoː	kɾˠoː	true	0	100.00	0.0000	100.00
dochtúir	ˈd̪ˠʌxt̪ˠuɾʲ	ˈd̪ˠʌxt̪ˠuɾʲ	true	0	100.00	0.0000	100.00
gnó	ɡɾˠɔː	ˈɡɾˠẽːhə	false	4	50.00	0.6000	40.00
naomhtar	ˈn̪ˠiːwt̪ˠəɾˠ	ˈn̪ˠiːfˠəɾˠ	false	3	76.92	0.3333	66.67
cheintiméadar	ˈçɛn̠ʲtʲəmʲed̪ˠəɾˠ	ˈçɛn̠ʲtʲəmʲed̪ˠəɾˠ	true	0	100.00	0.0000	100.00
fhada	ˈad̪ˠə	ˈad̪ˠə	true	0	100.00	0.0000	100.00
amhgar	ˈauɡəɾˠ	ˈãuɡəɾˠ	false	1	85.71	0.2000	80.00
faocha	ˈfˠiːxə	ˈfˠiːxə	true	0	100.00	0.0000	100.00
geallúint	ˈɟal̪ˠun̠ʲtʲ	ˈɟal̪ˠun̠ʲtʲ	true	0	100.00	0.0000	100.00
chaoirigh	ˈxiːɾʲi	ˈxiːɾʲi	true	0	100.00	0.0000	100.00
coinneochaidh	ˈkɪn̠ʲaxə	ˈkɪn̠ʲaxə	true	0	100.00	0.0000	100.00
sluaigh	sˠl̪ˠuəj	sˠl̪ˠuəj	true	0	100.00	0.0000	100.00
fadálach	ˈfˠad̪ˠalˠax	ˈfˠad̪ˠalˠax	true	0	100.00	0.0000	100.00
bascaed	ˈbˠasˠked̪ˠ	ˈbˠasˠkɔdʲ	false	3	72.73	0.1667	83.33
buíochán	ˈbˠiəxanˠ	ˈbˠiəxənˠ	false	1	88.89	0.1667	83.33
ó thuaidh	ɔː ˈhuə	əˈhuəj	false	4	42.86	0.4000	60.00
Eibhlín	ˈɛvʲlʲinʲ	ˈɛvʲəlʲinʲ	false	1	90.00	0.1667	83.33
léacsach	ˈl̠ʲeːksˠax	ˈl̠ʲeːksˠax	true	0	100.00	0.0000	100.00
féicheamh	ˈfʲeːçu	ˈfʲeːçu	true	0	100.00	0.0000	100.00
ceirbreach	ˈcɛɾʲəbʲɾʲax	ˈcɛɾʲəbʲɾʲax	true	0	100.00	0.0000	100.00
beagnach	ˈbʲaɡn̪ˠax	ˈbʲɛɡnˠəx	false	3	70.00	0.3333	66.67
míoltóg	ˈmʲiːl̪ˠt̪ˠɔɡ	ˈmʲiːl̪ˠt̪ˠɔɡ	true	0	100.00	0.0000	100.00
tosaigh	ˈt̪ˠʌsˠi	ˈt̪ˠʌsˠi	true	0	100.00	0.0000	100.00
caomh	kiːvˠ	kiːw	false	2	60.00	0.3333	66.67
bunúsach	ˈbˠʌnˠusˠax	ˈbʌn̪ˠusˠah	false	3	72.73	0.1429	85.71
múnfaidh	ˈmˠuːn̪ˠhə	ˈmˠuːn̪ˠhə	true	0	100.00	0.0000	100.00
Cill Mhantáin	cɪl̠ʲ ˈwan̪ˠt̪ˠænʲ	ˌcɪl̠ʲ ˈwan̪ˠt̪ˠænʲ	false	1	94.74	0.1000	90.00
inneach	ˈin̠ʲax	ˈin̠ʲax	true	0	100.00	0.0000	100.00
meáim	mʲæmʲ	ˈmʲãːjəmˠ	false	6	33.33	0.6000	40.00
Uinseann	ˈɪn̠ʲʃən̪ˠ	ˈɪn̠ʲʃən̪ˠ	true	0	100.00	0.0000	100.00
arm	ˈaɾˠəmˠ	ˈaɾˠəmˠ	true	0	100.00	0.0000	100.00
cineálta	ˈcɪnʲal̪ˠt̪ˠə	ˈcɨ̞nʲal̪ˠt̪ˠə	false	2	85.71	0.2500	75.00
bhó	wɔː	wɔː	true	0	100.00	0.0000	100.00
dhó	ɣɔː	ɣɔː	true	0	100.00	0.0000	100.00
laistigh	ˈl̪ˠaʃtʲi	l̪ˠaʃˈtʲɪj	false	4	60.00	0.1667	83.33
bhfogas	ˈwʌɡəsˠ	ˈwʌɡəsˠ	true	0	100.00	0.0000	100.00
mblas	mˠlˠasˠ	mˠlˠasˠ	true	0	100.00	0.0000	100.00
-fidh	iː	i	false	1	50.00	0.0000	100.00
cronaím	ˈkɾˠʌnˠiːmʲ	ˈkɾˠʌhnˠimˠ	false	3	72.73	0.1429	85.71
imigh	ˈimʲi	ˈɨmʲiː	false	2	66.67	0.3333	66.67
ollmhór	ˈɔl̪ˠəwɔɾˠ	ˈɔl̪ˠˌwɔːɾˠ	false	2	81.82	0.1667	83.33
cuisle	ˈkiʃl̠ʲə	ˈkʊʃl̠ʲə	false	1	87.50	0.2000	80.00
bíodh	bʲɪ	bʲuː	false	2	50.00	0.5000	50.00
go deo	ɡə ˈdʲɔː	ɡə ˈdʲɔː	true	0	100.00	0.0000	100.00
n-éidí	ˈn̠ʲeːdʲi	ˈn̠ʲeːdʲi	true	0	100.00	0.0000	100.00
maiseach	ˈmˠaʃax	ˈmˠaʃah	false	1	85.71	0.2000	80.00
suíomh gréasáin	ˌsˠiːw ˈɟɾʲeːsˠænʲ	ˌsˠiːw ˈɟɾʲeːsˠanʲ	false	1	94.44	0.0000	100.00
dreasaim	ˈdʲɾʲasˠəmˠ	ˈdʲɾʲasˠəmˠ	true	0	100.00	0.0000	100.00
céaslach	ˈceːsˠl̪ˠax	ˈceːsˠl̪ˠax	true	0	100.00	0.0000	100.00
iontas	ˈɪn̪ˠt̪ˠəsˠ	ˈiːn̪ˠt̪ˠəsˠ	false	2	83.33	0.0000	100.00
áirím	ˈaːɾʲimʲ	ˈaːɾʲiːmˠ	false	2	77.78	0.0000	100.00
thigh	hiː	hiː	true	0	100.00	0.0000	100.00
dtóir	d̪ˠɔːɾʲ	d̪ˠɔːɾʲ	true	0	100.00	0.0000	100.00
ró	ɾˠɔː	ɾˠɔː	true	0	100.00	0.0000	100.00
cogal	ˈkʌɡəlˠ	ˈkʌɡəlˠ	true	0	100.00	0.0000	100.00
fhuaigh	uəj	uəj	true	0	100.00	0.0000	100.00
só	sˠɔː	sˠɔː	true	0	100.00	0.0000	100.00
nó	n̪ˠɔː	n̪ˠɔː	true	0	100.00	0.0000	100.00
chuaigh	xuəj	xuə	false	1	75.00	0.2500	75.00
dímheas	ˈdʲiːvʲəsˠ	ˈdʲiːmʲasˠ	false	2	80.00	0.4000	60.00
scamháin	ˈsˠkauænʲ	ˈsˠkãuwænʲ	false	2	80.00	0.2857	71.43
gach uile	ɡax ˈɪlʲə	ɡaxˈfˠelʲə	false	4	60.00	0.2857	71.43
coláistí	ˈkʌlˠæʃtʲi	ˈkʌlˠæʃtʲi	true	0	100.00	0.0000	100.00
oibrí	ˈɛbʲɾʲi	ˈɨ̞bʲɾʲiː	false	3	66.67	0.4000	60.00
tóraíocht	ˈt̪ˠɔːɾˠiəxt̪ˠ	ˈt̪ˠɑːɾˠiːəxt̪ˠ	false	2	86.67	0.1429	85.71
Frainc	fˠɾˠaɲc	fˠɾˠæɲc	false	1	85.71	0.0000	100.00
Baváir	bˠavæɾʲ	ˈbˠawaɾʲ	false	3	62.50	0.2000	80.00
fhéadann	ˈeːd̪ˠən̪ˠ	ˈeːd̪ˠən̪ˠ	true	0	100.00	0.0000	100.00
saothar	ˈsˠiːhəɾˠ	ˈsˠihəɾˠ	false	1	88.89	0.0000	100.00
Adhamhnán	ˈaiaun̪ˠanˠ	ˈiːnˠanˠ	false	4	63.64	0.4286	57.14
slogadh	ˈsˠl̪ˠʌɡu	ˈsˠl̪ˠʌɡu	true	0	100.00	0.0000	100.00
foighide	ˈfˠəidʲə	ˈfˠəi̯dʲə	false	1	88.89	0.1667	83.33
tsrón	t̪ˠɾˠoːnˠ	t̪ˠɾˠoːnˠ	true	0	100.00	0.0000	100.00
brónach	ˈbˠɾˠoːnˠax	ˈbˠɾˠoːnˠax	true	0	100.00	0.0000	100.00
-íodh	ə	iːw	false	3	0.00	1.0000	0.00
oird	oːɾˠdʲ	ɨ̞ɾˠdʲ	false	2	66.67	0.5000	50.00
d'éalóigh	ˈdʲeːlˠɔ	ˈdʲeːlˠɔj	false	1	88.89	0.2000	80.00
chaol	xiːlˠ	xiːlˠ	true	0	100.00	0.0000	100.00
feall	fʲal̪ˠ	fʲal̪ˠ	true	0	100.00	0.0000	100.00
meall	mʲal̪ˠ	mʲal̪ˠ	true	0	100.00	0.0000	100.00
buan	bˠuən̪ˠ	bˠiːn̪ˠ	false	2	71.43	0.5000	50.00
cuan	kuən̪ˠ	kuən̪ˠ	true	0	100.00	0.0000	100.00
mhaol	wiːlˠ	wiːlˠ	true	0	100.00	0.0000	100.00
aird	aɾˠdʲ	aːɾˠdʲ	false	1	83.33	0.0000	100.00
rópa	ˈɾˠɔːpˠə	ˈɾˠɔːpˠə	true	0	100.00	0.0000	100.00
ndóchas	ˈn̪ˠɔːxəsˠ	ˈn̪ˠɔːxəsˠ	true	0	100.00	0.0000	100.00
dona	ˈd̪ˠʌn̪ˠə	ˈd̪ˠʌn̪ˠə	true	0	100.00	0.0000	100.00
muinín	ˈmˠɪnʲinʲ	ˈmˠɪnʲinʲ	true	0	100.00	0.0000	100.00
seisiún	ˈʃɛʃunˠ	ˈʃɛʃunˠ	true	0	100.00	0.0000	100.00
peall	pʲal̪ˠ	pʲal̪ˠ	true	0	100.00	0.0000	100.00
Dé Máirt	dʲeː ˈmˠaːɾˠtʲ	dʲa ˈmˠaːɾˠtʲ	false	2	85.71	0.1667	83.33
sochaí	ˈsˠɔxi	ˈsˠɔxi	true	0	100.00	0.0000	100.00
suimiúil	ˈsˠɨ̞mʲulʲ	ˈsˠɨ̞mʲulʲ	true	0	100.00	0.0000	100.00
Laoghaire	ˈl̪ˠiːəɾʲə	ˈl̪ˠiːɾʲə	false	1	90.00	0.2000	80.00
bó	bˠɔː	bˠɔː	true	0	100.00	0.0000	100.00
amharc	ˈauɾˠk	ˈãuwəɾˠk	false	3	62.50	0.5000	50.00
seachtain	ˈʃaxt̪ˠənʲ	ˈʃaxt̪ˠənʲ	true	0	100.00	0.0000	100.00
anduine	ˈan̪ˠd̪ˠənʲə	ˈan̪ˠɪnʲə	false	4	66.67	0.3333	66.67
feochan	ˈfʲɔːxən̪ˠ	ˈfʲɔːxən̪ˠ	true	0	100.00	0.0000	100.00
laidhre	ˈl̪ˠaːjɾʲə	ˈl̪ˠeːɾʲə	false	2	80.00	0.4000	60.00
glao	ɡlˠiː	ɡlˠiː	true	0	100.00	0.0000	100.00
dícheall	ˈdʲiːçəl̪ˠ	ˈdʲiçəl̪ˠ	false	1	90.00	0.0000	100.00
snáthad	ˈsˠn̪ˠaːhəd̪ˠ	ˈsˠn̪ˠahəd̪ˠ	false	1	92.31	0.0000	100.00
goirín	ˈɡɪɾʲiːnʲ	ˈɡɪɾʲiːnʲ	true	0	100.00	0.0000	100.00
bligh	bʲlʲiː	bʲlʲiː	true	0	100.00	0.0000	100.00
dligh	dʲlʲiː	dʲlʲiː	true	0	100.00	0.0000	100.00
nósanna	n̪ˠɔːsˠən̪ˠə	n̪ˠɔːsˠən̪ˠə	true	0	100.00	0.0000	100.00
greannmhar	ˈɟɾʲan̪ˠəwəɾˠ	ˈɟɾʲan̪ˠwəɾˠ	false	1	92.31	0.1250	87.50
sásta	ˈsˠæːsˠt̪ˠə	ˈsˠæːsˠt̪ˠə	true	0	100.00	0.0000	100.00
cárt	kaɾˠt̪ˠ	ˈkaɾˠt̪ˠə	false	2	77.78	0.2000	80.00
cultúr	ˈkʊl̪ˠt̪ˠuɾˠ	ˈkʊl̪ˠt̪ˠuɾˠ	true	0	100.00	0.0000	100.00
chata	ˈxat̪ˠə	ˈxat̪ˠə	true	0	100.00	0.0000	100.00
maorga	ˈmˠiːɾˠəɡə	ˈmˠiːɾˠɡə	false	1	90.00	0.1667	83.33
casann	ˈkasˠən̪ˠ	ˈkasən̪ˠ	false	1	88.89	0.0000	100.00
Sabóid	ˈsˠabˠɔdʲ	ˈsˠabˠɔdʲ	true	0	100.00	0.0000	100.00
tsneachta	ˈtʲnʲaxt̪ˠə	ˈtʲɾʲaxt̪ˠə	false	1	90.91	0.1667	83.33
dhuitse	ˈɣɪtʲʃə	ˈɣɪtʲʃə	true	0	100.00	0.0000	100.00
bruach	bˠɾˠuəx	bˠɾˠuəx	true	0	100.00	0.0000	100.00
cánach	ˈkaːnˠax	ˈkæːnˠah	false	2	75.00	0.2000	80.00
cruach	kɾˠuəx	kɾˠuəx	true	0	100.00	0.0000	100.00
fánach	ˈfˠaːnˠax	ˈfˠæːnˠah	false	2	77.78	0.2000	80.00
deireanach	ˈdʲɛɾʲən̪ˠah	ˈdʲɛɾʲən̪ˠah	true	0	100.00	0.0000	100.00
fiacha	ˈfʲiaxə	ˈfʲiəxə	false	1	85.71	0.2000	80.00
galán	ˈɡalˠaːnˠ	ˈɡalˠaːnˠ	true	0	100.00	0.0000	100.00
bhall	wal̪ˠ	wal̪ˠ	true	0	100.00	0.0000	100.00
brách	bˠɾˠax	bˠɾˠaːx	false	1	85.71	0.0000	100.00
fuarán	ˈfˠuəɾˠanˠ	ˈfˠuəɾˠanˠ	true	0	100.00	0.0000	100.00
stalcaire	ˈsˠt̪ˠal̪ˠkəɾʲə	ˈsˠt̪ˠɔlˠkəɾʲə	false	2	86.67	0.1250	87.50
amháin	ˈauænʲ	əˈwãːnʲ	false	4	42.86	0.7500	25.00
nua	n̪ˠuː	n̪ˠuː	true	0	100.00	0.0000	100.00
cogain	ˈkʌɡənʲ	ˈkaɡənʲ	false	1	85.71	0.0000	100.00
clamhán	ˈklˠauanˠ	ˈklˠãuanˠ	false	1	88.89	0.1667	83.33
Caoimhín	ˈkiːvʲinʲ	ˈkiːvʲinʲ	true	0	100.00	0.0000	100.00
coinneáil	ˈkɪn̠ʲælʲ	ˈkɪn̠ʲalʲ	false	1	88.89	0.0000	100.00
taisme	ˈt̪ˠaʃmʲə	ˈt̪ˠæʃmʲə	false	1	88.89	0.0000	100.00
rón	ˈɾˠɔːn̪ˠ	ˈɾˠõːn̪ˠ	false	1	87.50	0.3333	66.67
créatúr	ˈcɾʲeːt̪ˠuɾˠ	ˈcɾʲeːt̪ˠuɾˠ	true	0	100.00	0.0000	100.00
snáfa	ˈsˠn̪ˠæːfˠə	ˈsˠn̪ˠæːfˠə	true	0	100.00	0.0000	100.00
uilig	ˈɪlʲɪɟ	ˈɨ̞lʲiɟ	false	3	57.14	0.4000	60.00
lúbfaidh	ˈl̪ˠuːpˠi	ˈl̪ˠuːpˠi	true	0	100.00	0.0000	100.00
einsímeach	ˈɛn̠ʲʃiːmʲax	ˈɛn̠ʲʃiːmʲax	true	0	100.00	0.0000	100.00
fóill	fˠɔːl̠ʲ	fˠɔːl̠ʲ	true	0	100.00	0.0000	100.00
Uladh	ˈʌlˠu	ˈʌlˠu	true	0	100.00	0.0000	100.00
clismearnach	ˈclʲɪʃmʲəːɾˠn̪ˠax	ˈclʲɪʃmʲəɾˠn̪ˠiː	false	3	82.35	0.2727	72.73
marfach	ˈmˠaɾˠəfˠax	ˈmˠaɾˠəfˠax	true	0	100.00	0.0000	100.00
griandó	ˈɟˌɾʲiən̪ˠd̪ˠɔ	ˈɟɾʲiən̪ˠˌd̪ˠɔː	false	3	80.00	0.2500	75.00
umhlú	ˈaulˠu	ˈũːlu	false	3	50.00	0.5000	50.00
Garda	ˈɡaːɾˠd̪ˠə	ˈɡaːɾˠd̪ˠə	true	0	100.00	0.0000	100.00
bearach	ˈbʲaɾˠax	ˈbʲaɾˠax	true	0	100.00	0.0000	100.00
fírinneach	ˈfʲiːɾʲən̠ʲah	ˈfʲiːɾʲən̠ʲah	true	0	100.00	0.0000	100.00
péinteáil	ˈpʲeːn̠ʲtʲælʲ	ˈpʲeːn̠ʲtʲælʲ	true	0	100.00	0.0000	100.00
gciníocha	ˈɟɪnʲixə	ˈɟɪnʲixə	true	0	100.00	0.0000	100.00
pacáil	ˈpˠakælʲ	ˈpˠakælʲ	true	0	100.00	0.0000	100.00
maoineach	ˈmˠiːnʲax	ˈmˠiːnʲax	true	0	100.00	0.0000	100.00
foscail	ˈfˠʌsˠkəlʲ	ˈfˠasˠkəlʲ	false	1	90.00	0.0000	100.00
n-óg	n̪ˠɔːɡ	n̪ˠɔːɡ	true	0	100.00	0.0000	100.00
curthacha	ˈkʌɾˠhaxə	ˈkʌɾˠhaxə	true	0	100.00	0.0000	100.00
lúcháir	ˈl̪ˠuːxæɾʲ	ˈl̪ˠʊxæɾʲ	false	2	80.00	0.0000	100.00
iúr sléibhe	uɾˠ ˈʃl̠ʲeːvʲə	ˈuːɾˠ ˈlʲeːvʲə	false	4	71.43	0.1429	85.71
droichead	ˈd̪ˠɾˠɛçəd̪ˠ	ˈd̪ˠɾˠɛçəd̪ˠ	true	0	100.00	0.0000	100.00
-fadh	fˠə	ətʲ	false	3	0.00	1.0000	0.00
costas	ˈkʌsˠt̪ˠəsˠ	ˈkʌsˠt̪ˠəsˠ	true	0	100.00	0.0000	100.00
scéal	ʃcelˠ	ʃceːlˠ	false	1	83.33	0.0000	100.00
barda	ˈbˠæːɾˠd̪ˠə	ˈbˠæːɾˠdˠə	false	1	90.91	0.0000	100.00
garda	ˈɡaːɾˠd̪ˠə	ˈɡaːɾˠd̪ˠə	true	0	100.00	0.0000	100.00
thréig	hɾʲeɟ	hɾʲeːɟ	false	1	83.33	0.0000	100.00
seinm	ˈʃɪnʲəmʲ	ˈʃɪnʲəmʲ	true	0	100.00	0.0000	100.00
leannán sí	ˌl̠ʲan̪ˠanˠ ˈʃiː	ˈl̠ʲan̪ˠæn̠ʲ ʃiː	false	5	68.75	0.1250	87.50
coir	kɛɾʲ	kɛɾʲ	true	0	100.00	0.0000	100.00
sa bhaile	sˠə ˈwalʲə	sˠə ˈwɛlʲə	false	1	90.00	0.1667	83.33
dídhóigh	ˈdʲiːɣɔ	ˈdʲiːɣɔj	false	1	87.50	0.2000	80.00
mharc	waɾˠk	waɾˠk	true	0	100.00	0.0000	100.00
goir	ɡɪɾʲ	ɡɪɾʲ	true	0	100.00	0.0000	100.00
dea-bhriathrach	ˈdʲaˌvʲɾʲiəhɾˠax	ˈdʲeːˌvʲɾʲiəhɾˠax	false	2	88.24	0.0909	90.91
óráid	ˈɔːɾˠædʲ	ˈɔːɾˠædʲ	true	0	100.00	0.0000	100.00
Francach	ˈfˠɾˠaŋkah	ˈfˠɾˠaŋkah	true	0	100.00	0.0000	100.00
anseo	ən̠ʲˈʃɔː	ən̠ʲˈʃɔ	false	1	87.50	0.0000	100.00
trioblóid	ˈtʲɾʲɨ̞bˠlˠɔdʲ	ˈtʲɾʲɨ̞bˠlˠɔdʲ	true	0	100.00	0.0000	100.00
casadh	ˈkasˠu	ˈkasˠu	true	0	100.00	0.0000	100.00
ionraic	ˈɪn̪ˠɾˠɪc	ˈʌn̪ˠɾˠɪcɪ	false	2	80.00	0.3333	66.67
bláith	bˠlˠaː	bˠlˠaː	true	0	100.00	0.0000	100.00
buailteachas	ˈbˠuəl̠ʲtʲəxasˠ	ˈbˠuəl̠ʲtʲaxəsˠ	false	2	86.67	0.2222	77.78
angarach	ˈɪŋəɾˠax	ˈãuɡɾˠax	false	3	62.50	0.5000	50.00
geata	ˈɟat̪ˠə	ˈɟat̪ˠə	true	0	100.00	0.0000	100.00
laethanta na riabhaí	ˌl̪ˠeːhən̪ˠt̪ˠə n̪ˠə ˈɾʲiəwi	ˈl̪ˠɛhə n̪ˠə ˈɾˠeːwi	false	13	53.57	0.4000	60.00
d'fhágadar	ˈd̪ˠæːɡəd̪ˠəɾˠ	ˈd̪ˠæːɡəd̪ˠəɾˠ	true	0	100.00	0.0000	100.00
soir	sˠɛɾʲ	ʃɛɾʲ	false	2	60.00	0.0000	100.00
ghráin	ɣɾˠæːnʲ	ɣɾˠæːnʲ	true	0	100.00	0.0000	100.00
francach	ˈfˠɾˠaŋkah	ˈfˠɾˠaŋkax	false	1	90.00	0.1429	85.71
céirseach	ˈceːɾˠʃax	ˈceːɾˠsˠax	false	2	80.00	0.0000	100.00
lia	lʲiə	lʲiə	true	0	100.00	0.0000	100.00
chomh	xu	koː	false	3	0.00	1.0000	0.00
breitheamh	ˈbʲɾʲɛhu	ˈbʲɾʲɛhu	true	0	100.00	0.0000	100.00
fairsingeach	ˈfˠaɾˠʃəɲax	ˈfˠaɾˠsˠn̠ʲax	false	5	61.54	0.1250	87.50
duibhéan	ˈd̪ˠɪvʲenˠ	ˈd̪ˠɨ̞vʲanˠ	false	3	72.73	0.5000	50.00
criathar	ˈcɾʲiəhəɾˠ	ˈcɾʲiːhəɾˠ	false	1	90.00	0.1429	85.71
ceoltóir	ˈcɔːl̪ˠt̪ˠɔɾʲ	ˈcɔːl̪ˠt̪ˠɔɾʲ	true	0	100.00	0.0000	100.00
throid	hɾˠɪdʲ	hɾˠɪdʲ	true	0	100.00	0.0000	100.00
ghlac	ɣlˠak	ɣlˠak	true	0	100.00	0.0000	100.00
n-áití	ˈn̪ˠaːtʲi	ˈn̪ˠɑːtʲi	false	1	88.89	0.2500	75.00
briathar	ˈbʲɾʲiəhəɾˠ	ˈbʲɾʲiːhəɾˠ	false	1	90.91	0.1429	85.71
mallacht	ˈmˠal̪ˠaxt̪ˠ	ˈmˠal̪ˠaxt̪ˠ	true	0	100.00	0.0000	100.00
broidearnach	ˈbˠɾˠɛdʲəːɾˠn̪ˠax	ˈbˠɾˠɪdʲəɾˠn̪ˠax	false	2	88.24	0.2000	80.00
Áiréilias	ˈaːrʲelʲiəsˠ	ˈaːrʲeːlʲiəsˠ	false	1	92.31	0.0000	100.00
calrach	ˈkal̪ˠɾˠax	ˈkal̪ˠɾˠax	true	0	100.00	0.0000	100.00
crannóg	ˈkɾˠan̪ˠɔɡ	ˈkɾˠan̪ˠaɡ	false	1	90.00	0.1667	83.33
prásach	ˈpˠɾˠaːsˠax	ˈpˠɾˠaːsˠax	true	0	100.00	0.0000	100.00
nighe	ˈn̠ʲəiə	n̠ʲiə	false	2	71.43	0.2500	75.00
bhfeoil	vʲɔːlʲ	vʲɔːlʲ	true	0	100.00	0.0000	100.00
srathnaigh	ˈsˠɾˠahn̪ˠi	ˈsˠɾˠʌhn̪ˠi	false	1	90.91	0.0000	100.00
do-ranna	ˈd̪ˠʌˌɾˠən̪ˠə	ˈd̪ˠɔːˌɾˠan̪ˠə	false	3	78.57	0.2857	71.43
móire	ˈmˠɔːɾʲə	ˈmɔːɾʲə	false	1	87.50	0.0000	100.00
deirtí	ˈdʲɛɾʲtʲi	ˈdʲɛɾʲtʲi	true	0	100.00	0.0000	100.00
feoite	ˈfʲɔːtʲə	ˈfʲɔːtʲə	true	0	100.00	0.0000	100.00
cáinfidh	ˈkaːn̠ʲhə	ˈkaːnʲhə	false	1	88.89	0.0000	100.00
tobaca	ˈt̪ˠʌbˠəkə	t̪ˠəˈbˠakə	false	4	60.00	0.3333	66.67
chasfaí	ˈxasˠfˠi	ˈxasˠfʲiː	false	2	77.78	0.0000	100.00
scoithim	ˈsˠkɛhəmˠ	ˈsˠkaihəmˠ	false	2	80.00	0.2857	71.43
molas	ˈmˠʌlˠəsˠ	ˈmˠʌlˠəsˠ	true	0	100.00	0.0000	100.00
imeartha	ˈɪmʲəɾˠhə	ˈɨ̞mʲəɾˠə	false	3	66.67	0.5000	50.00
antráthach	ˈan̪ˠt̪ˠɾˠahax	ˈan̪ˠt̪ˠɾaːx	false	3	78.57	0.2500	75.00
daltach	ˈd̪ˠal̪ˠt̪ˠah	ˈd̪ˠal̪ˠt̪ˠah	true	0	100.00	0.0000	100.00
d'fhágadh	ˈd̪ˠæːɡu	ˈd̪ˠæːɡu	true	0	100.00	0.0000	100.00
snaoisín	ˈsˠn̪ˠiːʃinʲ	ˈsˠn̪ˠiːʃinʲ	true	0	100.00	0.0000	100.00
gach uile dhuine	ˌɡax ɪlʲə ˈɣɪnʲə	ˌxɪlʲə ˈɣɪnʲə	false	3	81.25	0.1818	81.82
tseamróg	ˈtʲamˠɾˠɔɡ	ˈtʲamˠɾˠaɡ	false	1	90.00	0.1667	83.33
fháinne	ˈæːn̠ʲə	ˈæːn̠ʲə	true	0	100.00	0.0000	100.00
os cionn	ʌsˠ ˈcɪn̪ˠ	əsˠˈcɨ̞n̪ˠ	false	4	60.00	0.5000	50.00
miosúir	ˈmʲɪsˠuɾʲ	ˈmʲɪsˠuɾʲ	true	0	100.00	0.0000	100.00
